,site_code,Taxon,mean.after.control.0,mean.after.drought.0,mean.before.control.0,mean.before.drought.0,drought.after.before,control.after.before,cover.change
1400,scruzh.us,HOLCUS LANATUS,13.7898687,14.5281933,1.868274733,2.909544633,11.61864867,11.92159397,-0.3029453
1401,scruzh.us,JUNCUS BUFONIUS,0,2.2727273,0,0,2.2727273,0,2.2727273
1402,scruzh.us,LINUM BIENNE,3.6585366,6.29785905,1.033563767,1.661239833,4.636619217,2.624972833,2.011646383
1403,scruzh.us,LYTHRUM HYSSOPIFOLIA,0,7.057965,0,0,7.057965,0,7.057965
1404,scruzh.us,PLANTAGO LANCEOLATA,11.96570875,22.2222222,4.53320762,4.8785782,17.343644,7.43250113,9.91114287
1405,scruzh.us,RUBUS URSINUS,0,4.2105263,0,0,4.2105263,0,4.2105263
1406,scruzh.us,SISYRINCHIUM BELLUM,1.2195122,1.8340046,0,1.650742233,0.183262367,1.2195122,-1.036249833
1407,scruzh.us,STIPA PULCHRA,27.69133725,8.2963652,35.45813537,41.73103135,-33.43466615,-7.766798117,-25.66786803
1408,scruzh.us,VULPIA MYUROS,29.64858413,4.135648425,4.8543689,33.49501327,-29.35936484,24.79421523,-54.15358008
1409,scruzl.us,AVENA BARBATA,5.472445967,1.2195122,41,30.6,-29.3804878,-35.52755403,6.147066233
1410,scruzl.us,BROMUS DIANDRUS,11.6161616,1.2195122,36.2,55.6,-54.3804878,-24.5838384,-29.7966494
1411,scruzl.us,BROMUS HORDEACEUS,1.0204082,0,3,3,-3,-1.9795918,-1.0204082
1412,scruzl.us,CARDUUS PYCNOCEPHALUS,8.795871367,20.12987015,1.25,1,19.12987015,7.545871367,11.58399878
1413,scruzl.us,CIRSIUM VULGARE,0,14.6156689,2,0,14.6156689,-2,16.6156689
1414,scruzl.us,GERANIUM DISSECTUM,20.95602862,3.799262233,2.8,2.8,0.999262233,18.15602862,-17.15676639
1415,scruzl.us,LOLIUM PERENNE,8.358448867,3.0194805,4,1,2.0194805,4.358448867,-2.338968367
1416,scruzl.us,RAPHANUS SATIVUS,34.96364396,61.0981501,3.5,5.6,55.4981501,31.46364396,24.03450614
1417,scruzl.us,SONCHUS ASPER,2.0408163,14.54787123,0,0,14.54787123,2.0408163,12.50705493
1418,scruzl.us,VULPIA MYUROS,31.55694768,22.72727275,6,6,16.72727275,25.55694768,-8.829674925
1419,scruzm.us,AVENA BARBATA,75.91367574,66.17974404,86.6924611,81.37091954,-15.1911755,-10.77878536,-4.41239014
1420,scruzm.us,BRACHYPODIUM DISTACHYON,1.0416667,1.8348624,2.3809524,1.95238095,-0.11751855,-1.3392857,1.22176715
1421,scruzm.us,BRIZA MAXIMA,2.45535715,3.6697248,6.44743045,9.407574067,-5.737849267,-3.9920733,-1.745775967
1422,scruzm.us,BROMUS DIANDRUS,2.25851305,2.1978022,6.35743175,1.5048119,0.6929903,-4.0989187,4.791909
1423,scruzm.us,CARDUUS PYCNOCEPHALUS,6.8493151,7.11889028,1.7424088,2.76846785,4.35042243,5.1069063,-0.75648387
1424,scruzm.us,CONVOLVULUS ARVENSIS,0,1.0989011,0,1.9047619,-0.8058608,0,-0.8058608
1425,scruzm.us,ESCHSCHOLZIA CALIFORNICA,7.29629878,4.350330267,2.27999152,2.15223665,2.198093617,5.01630726,-2.818213643
1426,scruzm.us,GERANIUM DISSECTUM,3.577370567,2.92613635,2.8,2.8,0.12613635,0.777370567,-0.651234217
1427,scruzm.us,LOLIUM PERENNE,3.6458333,1.8181818,1.1904762,0,1.8181818,2.4553571,-0.6371753
1428,scruzm.us,RAPHANUS SATIVUS,7.44020726,20.57703828,1.17663345,4.9528809,15.62415738,6.26357381,9.36058357
1429,scruzm.us,RUMEX CRISPUS,1.0416667,0,0,0,0,1.0416667,-1.0416667
1430,scruzm.us,VICIA SATIVA,1.58466315,0,1.781529067,1.6889139,-1.6889139,-0.196865917,-1.492047983
1431,sevblack.us,ALLIONIA INCARNATA,9,0,1.5,0,0,7.5,-7.5
1432,sevblack.us,CHONDROSUM ERIOPODUM,18.09285714,7.428571429,19.40714286,22.14285714,-14.71428571,-1.314285714,-13.4
1433,sevblack.us,EUPHORBIA LATA,0.5,0.5,0.5,3.483333333,-2.983333333,0,-2.983333333
1434,sevblack.us,GUTIERREZIA SAROTHRAE,18.25,20,6.125,13.5,6.5,12.125,-5.625
1435,sevblack.us,HOFFMANNSEGGIA DREPANOCARPA,0.5,0.5,0.5,0.5,0,0,0
1436,sevblack.us,MACHAERANTHERA PINNATIFIDA,2.833333333,0,0.5,0,0,2.333333333,-2.333333333
1437,sevblack.us,MUHLENBERGIA ARENICOLA,1,1,1,3.75,-2.75,0,-2.75
1438,sevblack.us,OPUNTIA PHAEACANTHA,11,0,0.5,0,0,10.5,-10.5
1439,sevblack.us,SALSOLA KALI,4.05,0.65,0,6.25,-5.6,4.05,-9.65
1440,sevblack.us,SCLEROPOGON BREVIFOLIUS,1.95,0,4.1,0.75,-0.75,-2.15,1.4
1441,sevblack.us,SOLANUM ELAEAGNIFOLIUM,0,0.5,0,1.75,-1.25,0,-1.25
1442,sevblue.us,ASTRAGALUS MISSOURIENSIS,0.5,0,0,0,0,0.5,-0.5
1443,sevblue.us,CHONDROSUM ERIOPODUM,1.65,4.808333333,2.975,20,-15.19166667,-1.325,-13.86666667
1444,sevblue.us,CHONDROSUM GRACILE,14.34428571,9.428571429,20.80714286,16.71428571,-7.285714286,-6.462857143,-0.822857143
1445,sevblue.us,SALSOLA KALI,2.033333333,0,0,0,0,2.033333333,-2.033333333
1446,sevblue.us,SPHAERALCEA HASTULATA,2,0,0,0.5,-0.5,2,-2.5
1447,sevmixed.us,CHONDROSUM ERIOPODUM,11.41428571,7.342857143,12.69285714,19.17857143,-11.83571429,-1.278571429,-10.55714286
1448,sevmixed.us,CHONDROSUM GRACILE,4.975,1.65,7.833333333,6.8,-5.15,-2.858333333,-2.291666667
1449,sevmixed.us,GUTIERREZIA SAROTHRAE,0,1,0,1.666666667,-0.666666667,0,-0.666666667
1450,sevmixed.us,HILARIA JAMESII,3.314285714,0.85,5.4,6.925,-6.075,-2.085714286,-3.989285714
1451,sevmixed.us,MACHAERANTHERA PINNATIFIDA,0.5,0.5,0.833333333,0.5,0,-0.333333333,0.333333333
1452,sevmixed.us,SALSOLA KALI,0.5,0,0,0,0,0.5,-0.5
1453,sevmixed.us,SOLANUM ELAEAGNIFOLIUM,0.5,0.5,1.375,0.5,0,-0.875,0.875
1454,sevmixed.us,SPHAERALCEA HASTULATA,0.5,0,1,0,0,-0.5,0.5
1455,sevmixed.us,SPHAERALCEA POLYCHROMA,1,0,0,0,0,1,-1
1456,slp.us,AMBROSIA PSILOSTACHYA,2,10.33333333,0,0,10.33333333,2,8.333333333
1457,slp.us,ANDROPOGON GLOMERATUS,19,17,0,0,17,19,-2
1458,slp.us,ARISTIDA LONGESPICA,1,4.5,0,0,4.5,1,3.5
1459,slp.us,BAPTISIA BRACTEATA,1,2,0,0,2,1,1
1460,slp.us,BRIZA MINOR,0,1,0,0,1,0,1
1461,slp.us,CONYZA CANADENSIS,1,0,0,0,0,1,-1
1462,slp.us,DIODIA TERES,1,0,0,0,0,1,-1
1463,slp.us,GAILLARDIA AESTIVALIS,2,1,0,0,1,2,-1
1464,slp.us,HELENIUM AMARUM,0,1,0,0,1,0,1
1465,slp.us,HETEROTHECA SUBAXILLARIS,6.333333333,6,0,0,6,6.333333333,-0.333333333
1466,slp.us,HYPERICUM DRUMMONDII,4.666666667,1.5,0,0,1.5,4.666666667,-3.166666667
1467,slp.us,JUNCUS MARGINATUS,3.333333333,5.666666667,0,0,5.666666667,3.333333333,2.333333333
1468,slp.us,LECHEA MUCRONATA,1,1,0,0,1,1,0
1469,slp.us,LINUM MEDIUM,1,0,0,0,0,1,-1
1470,slp.us,MONARDA PUNCTATA,0,5,0,0,5,0,5
1471,slp.us,NEPTUNIA LUTEA,0,2,0,0,2,0,2
1472,slp.us,OXALIS DILLENII,1,2.5,0,0,2.5,1,1.5
1473,slp.us,PANICUM BRACHYANTHUM,0,3,0,0,3,0,3
1474,slp.us,PHALARIS CAROLINIANA,1,0,0,0,0,1,-1
1475,slp.us,POLYPREMUM PROCUMBENS,1,0,0,0,0,1,-1
1476,slp.us,RUBUS TRIVIALIS,8.333333333,5.5,0,0,5.5,8.333333333,-2.833333333
1477,slp.us,RUDBECKIA HIRTA,4.333333333,5.5,0,0,5.5,4.333333333,1.166666667
1478,slp.us,RUMEX HASTATULUS,1,0,0,0,0,1,-1
1479,slp.us,SCLERIA CILIATA,1,1,0,0,1,1,0
1480,slp.us,STEINCHISMA HIANS,1,44,0,0,44,1,43
1481,spvdrt.ar,CARDIONEMA RAMOSISSIMUM,1,1.666666667,1,1,0.666666667,0,0.666666667
1482,spvdrt.ar,ERODIUM CICUTARIUM,2,1,1,0,1,1,0
1483,spvdrt.ar,FACELIS RETUSA,6.666666667,3.666666667,0,0,3.666666667,6.666666667,-3
1484,spvdrt.ar,GALIUM RICHARDIANUM,1,7,1,1,6,0,6
1485,spvdrt.ar,HOFFMANNSEGGIA TRIFOLIATA,4,0,0,0,0,4,-4
1486,spvdrt.ar,HORDEUM MURINUM,0,3,0,1,2,0,2
1487,spvdrt.ar,HYPOCHAERIS RADICATA,2.666666667,3,1,1,2,1.666666667,0.333333333
1488,spvdrt.ar,NASSELLA TENUIS,15.66666667,16.66666667,2,1.666666667,15,13.66666667,1.333333333
1489,spvdrt.ar,NOTICASTRUM SERICEUM,1,4,1,1,3,0,3
1490,spvdrt.ar,PANICUM URVILLEANUM,3,2.5,2,1.5,1,1,0
1491,spvdrt.ar,PAPPOSTIPA SPECIOSA,1.5,1.333333333,2,1,0.333333333,-0.5,0.833333333
1492,spvdrt.ar,PECTOCARYA LINEARIS,1,0,0,0,0,1,-1
1493,spvdrt.ar,PIPTOCHAETIUM NAPOSTAENSE,0,1,0,0,1,0,1
1494,spvdrt.ar,PLANTAGO PATAGONICA,2,1,1,1,0,1,-1
1495,spvdrt.ar,SCHISMUS BARBATUS,2.333333333,1.333333333,1,1,0.333333333,1.333333333,-1
1496,spvdrt.ar,SPOROBOLUS RIGENS,5.666666667,16,1,3,13,4.666666667,8.333333333
1497,spvdrt.ar,VULPIA BROMOIDES,2,1,1.333333333,1,0,0.666666667,-0.666666667
1498,teshio.jp,ANTHOXANTHUM ODORATUM,16.66666667,14.5,12.9,12.75,1.75,3.766666667,-2.016666667
1499,teshio.jp,ARTEMISIA INDICA,0,25,0,4,21,0,21
1500,teshio.jp,CALAMAGROSTIS EPIGEIOS,60.3,57.1,61.66666667,53.5,3.6,-1.366666667,4.966666667
1501,teshio.jp,CAREX MIYABEI,50,25.5,0,0,25.5,50,-24.5
1502,teshio.jp,EQUISETUM ARVENSE,4,5.5,1,4,1.5,3,-1.5
1503,teshio.jp,GERANIUM THUNBERGII,8,4.5,2,1,3.5,6,-2.5
1504,teshio.jp,IMPATIENS NOLI-TANGERE,0,3,0,0,3,0,3
1505,teshio.jp,JUNCUS EFFUSUS,3,8,2,45,-37,1,-38
1506,teshio.jp,PHALARIS ARUNDINACEA,25,12.5,40,10,2.5,-15,17.5
1507,teshio.jp,PHRAGMITES AUSTRALIS,65,37.5,22,3,34.5,43,-8.5
1508,teshio.jp,PILOSELLA AURANTIACA,0,2,0,2,0,0,0
1509,teshio.jp,POLYGONUM THUNBERGII,12.5,6.25,30,4,2.25,-17.5,19.75
1510,teshio.jp,RANUNCULUS REPENS,7,5,5,2,3,2,1
1511,teshio.jp,STELLARIA GRAMINEA,3.666666667,4.75,1.75,2,2.75,1.916666667,0.833333333
1512,teshio.jp,SYMPHYOTRICHUM NOVI-BELGII,0,1,0,0,1,0,1
1513,teshio.jp,TARAXACUM TARAXACUM,5,0,1.25,1,-1,3.75,-4.75
1514,teshio.jp,TRIFOLIUM REPENS,3.666666667,3,0,0,3,3.666666667,-0.666666667
1515,teshio.jp,VIOLA ARCUATA,3,0,0,0,0,3,-3
1516,ukulingadrt.za,ACALYPHA ANGUSTATA,0,2,3,0,2,-3,5
1517,ukulingadrt.za,AFROASTER HISPIDA,3,7,0,1,6,3,3
1518,ukulingadrt.za,ARISTIDA JUNCIFORMIS,0,9,0,0,9,0,9
1519,ukulingadrt.za,BRACHIARIA SERRATA,4,0,25,0,0,-21,21
1520,ukulingadrt.za,CEPHALARIA PUNGENS,15.75,7,1.666666667,2,5,14.08333333,-9.083333333
1521,ukulingadrt.za,CHAETACANTHUS BURCHELLII,2.666666667,7.5,1.666666667,3.333333333,4.166666667,1,3.166666667
1522,ukulingadrt.za,COMMELINA AFRICANA,1.5,1,0,3,-2,1.5,-3.5
1523,ukulingadrt.za,CRABBEA SQUARROSA,3,3,0,0,3,3,0
1524,ukulingadrt.za,CROTALARIA MICROCARPA,4,27,0,0,27,4,23
1525,ukulingadrt.za,CYMBOPOGON CAESIUS,8.166666667,6.5,9,12,-5.5,-0.833333333,-4.666666667
1526,ukulingadrt.za,DIHETEROPOGON AMPLECTENS,3,5,8,10.66666667,-5.666666667,-5,-0.666666667
1527,ukulingadrt.za,DIPCADI VIRIDE,0,2,0,0,2,0,2
1528,ukulingadrt.za,ERIOSEMA CORDATUM,13.5,2,6,4.333333333,-2.333333333,7.5,-9.833333333
1529,ukulingadrt.za,GRADERIA SCABRA,0,2,0,1,1,0,1
1530,ukulingadrt.za,HELICHRYSUM NUDIFOLIUM,0,4,1,0,4,-1,5
1531,ukulingadrt.za,HETEROPOGON CONTORTUS,0,6,11.5,9,-3,-11.5,8.5
1532,ukulingadrt.za,HIBISCUS AETHIOPICUS,4.666666667,4.666666667,1.666666667,3,1.666666667,3,-1.333333333
1533,ukulingadrt.za,HYPARRHENIA DREGEANA,15,0,0,0,0,15,-15
1534,ukulingadrt.za,HYPOXIS FILIFORMIS,3.25,6,0,0,6,3.25,2.75
1535,ukulingadrt.za,INDIGOFERA HILARIS,5,15,1,3,12,4,8
1536,ukulingadrt.za,KOHAUTIA AMATYMBICA,2,0,1,0,0,1,-1
1537,ukulingadrt.za,LEDEBOURIA APERTIFLORA,0,3,0,0,3,0,3
1538,ukulingadrt.za,PENTANISIA ANGUSTIFOLIA,11.5,4,0,0,4,11.5,-7.5
1539,ukulingadrt.za,POLYGALA CONFUSA,3,0,0,0,0,3,-3
1540,ukulingadrt.za,POLYGALA HOTTENTOTTA,2,0,0,1,-1,2,-3
1541,ukulingadrt.za,RUELLIA BAURII,2,0,0,0,0,2,-2
1542,ukulingadrt.za,SCABIOSA COLUMBARIA,0,3.75,3,3,0.75,-3,3.75
1543,ukulingadrt.za,SENECIO BUPLEUROIDES,8.166666667,7.333333333,3,2,5.333333333,5.166666667,0.166666667
1544,ukulingadrt.za,SENECIO CORONATUS,7.5,3,1.5,2,1,6,-5
1545,ukulingadrt.za,SENECIO DELTOIDEUS,5,5.5,0,0,5.5,5,0.5
1546,ukulingadrt.za,SENECIO RETRORSUS,5.5,4,0,0,4,5.5,-1.5
1547,ukulingadrt.za,SETARIA NIGRIROSTRIS,40,30,0,4.5,25.5,40,-14.5
1548,ukulingadrt.za,SETARIA SPHACELATA,0,6,0,0,6,0,6
1549,ukulingadrt.za,SPERMACOCE NATALENSIS,14,5,1,0,5,13,-8
1550,ukulingadrt.za,TAGETES MINUTA,2,0,0,0,0,2,-2
1551,ukulingadrt.za,THEMEDA TRIANDRA,11.33333333,15,31.66666667,30,-15,-20.33333333,5.333333333
1552,ukulingadrt.za,THUNBERGIA ATRIPLICIFOLIA,11.5,35,3,3.5,31.5,8.5,23
1553,ukulingadrt.za,TRAGIA MEYERIANA,3.5,3,0,0,3,3.5,-0.5
1554,ukulingadrt.za,TRISTACHYA LEUCOTHRIX,30.5,46.66666667,46.66666667,42,4.666666667,-16.16666667,20.83333333
1555,ukulingadrt.za,VIGNA VEXILLATA,0,5,0,0,5,0,5
1556,validate.fr,ALOPECURUS PRATENSIS,6,16.4,0,0,16.4,6,10.4
1557,validate.fr,ARRHENATHERUM ELATIUS,22.5,9.6,0,0,9.6,22.5,-12.9
1558,validate.fr,DACTYLIS GLOMERATA,18.4,29.6,0,0,29.6,18.4,11.2
1559,validate.fr,LOLIUM PERENNE,15.8,7.02,0,0,7.02,15.8,-8.78
1560,validate.fr,POA PRATENSIS,21.8,13.8,0,0,13.8,21.8,-8
1561,validate.fr,TARAXACUM CAMPYLODES,1.96,0.925,0,0,0.925,1.96,-1.035
1562,validate.fr,TRISETUM FLAVESCENS,3.5,8.3,0,0,8.3,3.5,4.8
1563,yarradrt.au,AXONOPUS FISSIFOLIUS,4,0,5.475,5.4,-5.4,-1.475,-3.925
1564,yarradrt.au,COMMELINA CYANEA,2,2,2.17,0,2,-0.17,2.17
1565,yarradrt.au,CONYZA SUMATRENSIS,2,0,0,0,0,2,-2
1566,yarradrt.au,CYNODON DACTYLON,51.25,47.5,62.625,55.925,-8.425,-11.375,2.95
1567,yarradrt.au,DICHELACHNE CRINITA,1,1,0.1,0,1,0.9,0.1
1568,yarradrt.au,EHRHARTA STIPOIDES,10.75,61.25,8.47,35.45,25.8,2.28,23.52
1569,yarradrt.au,ERAGROSTIS CURVULA,8.5,0,10.25,0,0,-1.75,1.75
1570,yarradrt.au,HYPOCHAERIS RADICATA,1,1,14.565,7.966666667,-6.966666667,-13.565,6.598333333
1571,yarradrt.au,KYLLINGA ODORATA,1.5,1.25,0.3,0.55,0.7,1.2,-0.5
1572,yarradrt.au,LOTUS CORNICULATUS,2,1,1.943333333,0.75,0.25,0.056666667,0.193333333
1573,yarradrt.au,PLANTAGO LANCEOLATA,1,0,1.85,1.15,-1.15,-0.85,-0.3
1574,yarradrt.au,SENECIO MADAGASCARIENSIS,2,15,0.5,0.3,14.7,1.5,13.2
1575,yarradrt.au,SETARIA PARVIFLORA,21.25,3.333333333,7.36,20.33333333,-17,13.89,-30.89
1576,allmendb.ch,AGRIMONIA EUPATORIA,0,0,0,0.25,-0.25,0,-0.25
1577,allmendb.ch,PARNASSIA PALUSTRIS,0,0,0.25,0,0,-0.25,0.25
1578,allmendo.ch,LEONTODON HISPIDUS,0,0,0.5,0.5,-0.5,-0.5,0
1579,baddrt.de,ACER PSEUDOPLATANUS,0,0,1,0,0,-1,1
1580,baddrt.de,ATRIPLEX PROSTRATA,0,0,0,0.5,-0.5,0,-0.5
1581,baddrt.de,CARDUUS CRISPUS,0,0,1,1.5,-1.5,-1,-0.5
1582,baddrt.de,FALLOPIA CONVOLVULUS,0,0,0.1,0.5,-0.5,-0.1,-0.4
1583,baddrt.de,GEUM URBANUM,0,0,0,0.5,-0.5,0,-0.5
1584,baddrt.de,PAPAVER RHOEAS,0,0,0.5,0,0,-0.5,0.5
1585,baddrt.de,VERONICA PERSICA,0,0,0,0.1,-0.1,0,-0.1
1586,baddrt.de,VICIA SEPIUM,0,0,4,0,0,-4,4
1587,biddulph.ca,CIRSIUM ARVENSE,0,0,0,0.5,-0.5,0,-0.5
1588,biddulph.ca,HETEROTHECA VILLOSA,0,0,0,3,-3,0,-3
1589,biddulph.ca,PHLOX HOODII,0,0,0,0.5,-0.5,0,-0.5
1590,brokenh.au,ACTINOBOLE ULIGINOSUM,0,0,4.333333333,3,-3,-4.333333333,1.333333333
1591,brokenh.au,ALTERNANTHERA SESSILIS,0,0,1.5,1,-1,-1.5,0.5
1592,brokenh.au,CRASSULA COLORATA,0,0,1,1,-1,-1,0
1593,brokenh.au,DAUCUS GLOCHIDIATUS,0,0,1,0,0,-1,1
1594,brokenh.au,GOODENIA CYCLOPTERA,0,0,1,2,-2,-1,-1
1595,brokenh.au,HARMSIODOXA BREVIPES,0,0,1,0,0,-1,1
1596,brokenh.au,HYPOCHAERIS RADICATA,0,0,1,0,0,-1,1
1597,brokenh.au,LEMOORIA BURKITTII,0,0,3,12.5,-12.5,-3,-9.5
1598,brokenh.au,RHODANTHE PYGMAEA,0,0,2.666666667,3.666666667,-3.666666667,-2.666666667,-1
1599,brokenh.au,THYRIDOLEPIS MITCHELLIANA,0,0,1,2.333333333,-2.333333333,-1,-1.333333333
1600,brookdale.ca,CAMPANULA ROTUNDIFOLIA,0,0,5,0,0,-5,5
1601,brookdale.ca,CERASTIUM ARVENSE,0,0,15,20,-20,-15,-5
1602,brookdale.ca,LATHYRUS PALUSTRIS,0,0,5,5,-5,-5,0
1603,brookdale.ca,LATHYRUS VENOSUS,0,0,0,12.5,-12.5,0,-12.5
1604,brookdale.ca,SONCHUS ASPER,0,0,12.33333333,12.5,-12.5,-12.33333333,-0.166666667
1605,brookdale.ca,STIPA SPARTEA,0,0,0,5,-5,0,-5
1606,brookdale.ca,SYMPHORICARPOS OCCIDENTALIS,0,0,17.5,13,-13,-17.5,4.5
1607,capmcd.us,AMBROSIA DELTOIDEA,0,0,0.5,0.5,-0.5,-0.5,0
1608,capmcd.us,CALANDRINIA CILIATA,0,0,0.5,0.5,-0.5,-0.5,0
1609,capmcd.us,ERODIUM CICUTARIUM,0,0,0.5,0,0,-0.5,0.5
1610,capmcd.us,HARPAGONELLA PALMERI,0,0,0,0.5,-0.5,0,-0.5
1611,capmcd.us,LEPIDIUM LASIOCARPUM,0,0,0,0.5,-0.5,0,-0.5
1612,capmcd.us,MONOLEPIS NUTTALLIANA,0,0,0.5,0.5,-0.5,-0.5,0
1613,capmcd.us,PLAGIOBOTHRYS ARIZONICUS,0,0,0,0.5,-0.5,0,-0.5
1614,capwhite.us,AMBROSIA DELTOIDEA,0,0,0.5,0.5,-0.5,-0.5,0
1615,capwhite.us,CRYPTANTHA MARITIMA,0,0,0.5,0,0,-0.5,0.5
1616,capwhite.us,DICHELOSTEMMA CAPITATUM,0,0,0,0.5,-0.5,0,-0.5
1617,capwhite.us,ENCELIA FARINOSA,0,0,0,0.5,-0.5,0,-0.5
1618,capwhite.us,ERODIUM TEXANUM,0,0,0.5,0.5,-0.5,-0.5,0
1619,capwhite.us,LEPIDIUM LASIOCARPUM,0,0,9.714285714,5.714285714,-5.714285714,-9.714285714,4
1620,capwhite.us,LOEFLINGIA SQUARROSA,0,0,0.5,0.5,-0.5,-0.5,0
1621,cdpt_drt.us,YUCCA GLAUCA,0,0,2,0,0,-2,2
1622,cedarsav.us,AMBROSIA PSILOSTACHYA,0,0,4.666666667,9.5,-9.5,-4.666666667,-4.833333333
1623,cedarsav.us,ANEMONE CYLINDRICA,0,0,3,2,-2,-3,1
1624,cedarsav.us,BOUTELOUA CURTIPENDULA,0,0,2,0,0,-2,2
1625,cedarsav.us,CAMPANULA ROTUNDIFOLIA,0,0,1,0,0,-1,1
1626,cedarsav.us,CHONDROSUM HIRSUTUM,0,0,2,0,0,-2,2
1627,cedarsav.us,ERAGROSTIS SPECTABILIS,0,0,9,2,-2,-9,7
1628,cedarsav.us,ERIGERON STRIGOSUS,0,0,6,1,-1,-6,5
1629,cedarsav.us,FRANGULA ALNUS,0,0,0,1,-1,0,-1
1630,cedarsav.us,LIATRIS ASPERA,0,0,0,1,-1,0,-1
1631,cedarsav.us,LITHOSPERMUM CAROLINIENSE,0,0,5.5,4.8,-4.8,-5.5,0.7
1632,cedarsav.us,PANICUM PERLONGUM,0,0,1,1,-1,-1,0
1633,cedarsav.us,PHLOX PILOSA,0,0,1.5,0,0,-1.5,1.5
1634,cedarsav.us,POLYGONATUM BIFLORUM,0,0,2,0,0,-2,2
1635,cedarsav.us,RANUNCULUS RHOMBOIDEUS,0,0,4,0,0,-4,4
1636,cedarsav.us,SCUTELLARIA GALERICULATA,0,0,0,1,-1,0,-1
1637,cedarsav.us,SISYRINCHIUM CAMPESTRE,0,0,1.5,1,-1,-1.5,0.5
1638,cedarsav.us,SPOROBOLUS CRYPTANDRUS,0,0,0,12,-12,0,-12
1639,cedarsav.us,SYMPHYOTRICHUM ERICOIDES,0,0,15,0,0,-15,15
1640,cedarsav.us,VIOLA PEDATIFIDA,0,0,1.8,1,-1,-1.8,0.8
1641,cedartrait.us,AGROSTIS SCABRA,0,0,2.333333333,1.5,-1.5,-2.333333333,0.833333333
1642,cedartrait.us,AGROSTIS STOLONIFERA,0,0,5,2.333333333,-2.333333333,-5,2.666666667
1643,cedartrait.us,ASCLEPIAS TUBEROSA,0,0,1,3,-3,-1,-2
1644,cedartrait.us,BOUTELOUA CURTIPENDULA,0,0,3,3,-3,-3,0
1645,cedartrait.us,BROMUS INERMIS,0,0,1,0,0,-1,1
1646,cedartrait.us,CHONDROSUM HIRSUTUM,0,0,4,0,0,-4,4
1647,cedartrait.us,JUNIPERUS COMMUNIS,0,0,0,80,-80,0,-80
1648,cedartrait.us,LINARIA VULGARIS,0,0,2,2,-2,-2,0
1649,cedartrait.us,LUPINUS PERENNIS,0,0,2,1.6,-1.6,-2,0.4
1650,cedartrait.us,PANICUM ACUMINATUM,0,0,4,0,0,-4,4
1651,cedartrait.us,PANICUM PERLONGUM,0,0,1.333333333,0,0,-1.333333333,1.333333333
1652,cedartrait.us,POA PALUSTRIS,0,0,2,0,0,-2,2
1653,cedartrait.us,RUMEX ACETOSELLA,0,0,1,0,0,-1,1
1654,cedartrait.us,VERBASCUM THAPSUS,0,0,2,0,0,-2,2
1655,chacra.ar,BACCHARIS TENELLA,0,0,1.5,1.5,-1.5,-1.5,0
1656,chacra.ar,BACCHARIS ULICINA,0,0,1.5,1.5,-1.5,-1.5,0
1657,chacra.ar,EPHEDRA TRIANDRA,0,0,1.5,1.5,-1.5,-1.5,0
1658,chacra.ar,HOFFMANNSEGGIA TRIFOLIATA,0,0,1.5,1.5,-1.5,-1.5,0
1659,chacra.ar,MARGYRICARPUS PINNATUS,0,0,0,1.5,-1.5,0,-1.5
1660,chacra.ar,MEDICAGO MINIMA,0,0,1.5,0,0,-1.5,1.5
1661,chacra.ar,PIPTOCHAETIUM MONTEVIDENSE,0,0,1.5,0,0,-1.5,1.5
1662,chacra.ar,STIPA PAPPOSA,0,0,1.5,0,0,-1.5,1.5
1663,chacra.ar,TRICHOCLINE SINUATA,0,0,0,1.5,-1.5,0,-1.5
1664,charleville.au,EMEX AUSTRALIS,0,0,0,1,-1,0,-1
1665,charleville.au,GOODENIA CYCLOPTERA,0,0,1,1,-1,-1,0
1666,charleville.au,HYPOCHAERIS RADICATA,0,0,2,1.666666667,-1.666666667,-2,0.333333333
1667,charleville.au,KENNEDIA PROCURRENS,0,0,0,1,-1,0,-1
1668,charleville.au,MEDICAGO LACINIATA,0,0,2,0,0,-2,2
1669,charleville.au,SCLEROLAENA ERIACANTHA,0,0,1,0,0,-1,1
1670,charleville.au,THYRIDOLEPIS MITCHELLIANA,0,0,1,1,-1,-1,0
1671,charleville.au,TRIPOGON LOLIIFORMIS,0,0,1,0,0,-1,1
1672,cmss.us,ANTENNARIA MEDIA,0,0,0,11,-11,0,-11
1673,cmss.us,ERIGERON OCHROLEUCUS,0,0,0,10,-10,0,-10
1674,cobar.au,ACTINOBOLE ULIGINOSUM,0,0,1,1,-1,-1,0
1675,cobar.au,ARISTIDA CONTORTA,0,0,3,1,-1,-3,2
1676,cobar.au,BRACHYCOME CAMPYLOCARPA,0,0,20,2,-2,-20,18
1677,cobar.au,BULBINE BULBOSA,0,0,1,1,-1,-1,0
1678,cobar.au,CALOTIS CYMBACANTHA,0,0,1,0,0,-1,1
1679,cobar.au,CRASSULA COLORATA,0,0,1.666666667,1,-1,-1.666666667,0.666666667
1680,cobar.au,CUPHONOTUS HUMISTRATUS,0,0,1,0,0,-1,1
1681,cobar.au,ERODIUM CRINITUM,0,0,5,3,-3,-5,2
1682,cobar.au,GOODENIA CYCLOPTERA,0,0,1,2.333333333,-2.333333333,-1,-1.333333333
1683,cobar.au,HORDEUM MURINUM,0,0,3,10,-10,-3,-7
1684,cobar.au,HYALOSPERMA SEMISTERILE,0,0,43.33333333,35,-35,-43.33333333,8.333333333
