,site_code,Taxon,mean.after.control.0,mean.after.drought.0,mean.before.control.0,mean.before.drought.0,drought.after.before,control.after.before,cover.change
552,ebro.es,HELIANTHEMUM SQUAMATUM,0,0.371756,0,0.434588,-0.062832,0,-0.062832
553,ebro.es,HELICHRYSUM STOECHAS,0.0281435,0.2258025,0.027052667,0.109083334,0.116719167,0.001090834,0.115628333
554,ebro.es,HERNIARIA FRUTICOSA,0.857831333,0.613775556,0.589631778,0.464549556,0.149226,0.268199555,-0.118973555
555,ebro.es,JUNIPERUS PHOENICEA,0,0.623084,0.042760667,0.70686,-0.083776,-0.042760667,-0.041015333
556,ebro.es,LINUM SUFFRUTICOSUM,2.264933611,2.0322225,1.026256,1.372704667,0.659517834,1.238677611,-0.579159777
557,ebro.es,POLYGALA RUPESTRIS,0.191550334,0.494511111,0.014544445,0.125664,0.368847111,0.177005889,0.191841223
558,ebro.es,ROSMARINUS OFFICINALIS,24.49804518,19.75746422,24.42157667,17.94057222,1.816892,0.076468512,1.740423488
559,ebro.es,TEUCRIUM CAPITATUM,1.137641351,0.152425778,0.564906222,0.072867667,0.079558111,0.572735129,-0.493177018
560,ebro.es,THYMELAEA TINCTORIA,0.401426667,3.45576,0,3.359766667,0.095993333,0.401426667,-0.305433334
561,ebro.es,THYMUS VULGARIS,1.888433582,2.008951389,1.792457333,1.860816222,0.148135166,0.095976249,0.052158917
562,elvadrt.ee,ACHILLEA MILLEFOLIUM,2,6.666666667,5,3.666666667,3,-3,6
563,elvadrt.ee,AGRIMONIA EUPATORIA,0,1,0,1,0,0,0
564,elvadrt.ee,AGROSTIS STOLONIFERA,1,1,0,0,1,1,0
565,elvadrt.ee,ANTHOXANTHUM ODORATUM,1.333333333,1.5,1.666666667,7.666666667,-6.166666667,-0.333333333,-5.833333333
566,elvadrt.ee,ARTEMISIA VULGARIS,1,0,0,1,-1,1,-2
567,elvadrt.ee,BRIZA MEDIA,23.33333333,25,21.66666667,23.33333333,1.666666667,1.666666667,3.55E-15
568,elvadrt.ee,CAMPANULA PATULA,0,1,0,2,-1,0,-1
569,elvadrt.ee,CERASTIUM ARVENSE,1,1,1,1,0,0,0
570,elvadrt.ee,CREPIS TECTORUM,0,2,0,0,2,0,2
571,elvadrt.ee,DACTYLIS GLOMERATA,11.66666667,11.66666667,16.66666667,15,-3.333333333,-5,1.666666667
572,elvadrt.ee,DAUCUS CAROTA,1,1,0,0,1,1,0
573,elvadrt.ee,EQUISETUM ARVENSE,1,1.333333333,2,1.666666667,-0.333333333,-1,0.666666667
574,elvadrt.ee,FESTUCA PRATENSIS,6.666666667,7.333333333,5,5.5,1.833333333,1.666666667,0.166666667
575,elvadrt.ee,FESTUCA RUBRA,3,3,1.333333333,2,1,1.666666667,-0.666666667
576,elvadrt.ee,FRAGARIA VESCA,14,12.33333333,14.33333333,12.5,-0.166666667,-0.333333333,0.166666667
577,elvadrt.ee,HELICTOTRICHON PUBESCENS,1.333333333,1.5,4,7.5,-6,-2.666666667,-3.333333333
578,elvadrt.ee,LATHYRUS PRATENSIS,20,5,3,3,2,17,-15
579,elvadrt.ee,LEONTODON HISPIDUS,6.333333333,4,13.33333333,5.666666667,-1.666666667,-7,5.333333333
580,elvadrt.ee,LEUCANTHEMUM VULGARE,1,0,0,0,0,1,-1
581,elvadrt.ee,LINUM CATHARTICUM,1,1.5,0,1,0.5,1,-0.5
582,elvadrt.ee,LUZULA MULTIFLORA,2,3,5.666666667,6,-3,-3.666666667,0.666666667
583,elvadrt.ee,MEDICAGO LUPULINA,7.333333333,3,25,21.66666667,-18.66666667,-17.66666667,-1
584,elvadrt.ee,POA ANGUSTIFOLIA,1,1.5,1,1,0.5,0,0.5
585,elvadrt.ee,POTENTILLA ANSERINA,1,1,1,6,-5,0,-5
586,elvadrt.ee,RANUNCULUS ACRIS,2,2,4.333333333,1.666666667,0.333333333,-2.333333333,2.666666667
587,elvadrt.ee,RUMEX ACETOSA,1,1,1,1,0,0,0
588,elvadrt.ee,SCORZONEROIDES AUTUMNALIS,1.5,0,0,0,0,1.5,-1.5
589,elvadrt.ee,SILENE NUTANS,1,0,0,0,0,1,-1
590,elvadrt.ee,STELLARIA GRAMINEA,1,1,1.5,2,-1,-0.5,-0.5
591,elvadrt.ee,TRIFOLIUM PRATENSE,2,0,5,0,0,-3,3
592,elvadrt.ee,TRIFOLIUM REPENS,1,2,1,15,-13,0,-13
593,elvadrt.ee,VERONICA CHAMAEDRYS,1,1.5,1,1,0.5,0,0.5
594,elvadrt.ee,VICIA CRACCA,4.333333333,1.333333333,6.666666667,5,-3.666666667,-2.333333333,-1.333333333
595,elvadrt.ee,VICIA SEPIUM,2.333333333,1.666666667,2,2,-0.333333333,0.333333333,-0.666666667
596,esw.ca,CIRSIUM ARVENSE,1,1.5,0,0,1.5,1,0.5
597,esw.ca,CIRSIUM VULGARE,0,2,0,0,2,0,2
598,esw.ca,DAUCUS CAROTA,0,1,1,0,1,-1,2
599,esw.ca,ELYMUS REPENS,1,1,0,0,1,1,0
600,esw.ca,ERIGERON ANNUUS,1,1,1,1,0,0,0
601,esw.ca,GEUM CANADENSE,1,1,0,0,1,1,0
602,esw.ca,HOLOSTEUM UMBELLATUM,1,1,0,0,1,1,0
603,esw.ca,MEDICAGO LUPULINA,2,1.5,1,1,0.5,1,-0.5
604,esw.ca,POA COMPRESSA,5.5,3,0,0,3,5.5,-2.5
605,esw.ca,SOLIDAGO CANADENSIS,50,27,68.33333333,60,-33,-18.33333333,-14.66666667
606,esw.ca,SONCHUS ARVENSIS,3,2,5,4,-2,-2,0
607,esw.ca,SYMPHYOTRICHUM ERICOIDES,1,0,0,0,0,1,-1
608,esw.ca,SYMPHYOTRICHUM LANCEOLATUM,3,1,12.5,8,-7,-9.5,2.5
609,esw.ca,SYMPHYOTRICHUM NOVAE-ANGLIAE,1,1,7.5,1,0,-6.5,6.5
610,esw.ca,TARAXACUM TARAXACUM,1,4.333333333,1,1,3.333333333,0,3.333333333
611,esw.ca,TRIFOLIUM PRATENSE,3,12.33333333,10.33333333,11.66666667,0.666666667,-7.333333333,8
612,esw.ca,VITIS VULPINA,0,7,0,3,4,0,4
613,ethadb.au,ARISTIDA HOLATHERA,14.5,3,2.75,1.5,1.5,11.75,-10.25
614,ethadb.au,CALANDRINIA BALONENSIS,8.5,0,0,0,0,8.5,-8.5
615,ethadb.au,ERIACHNE ARISTIDEA,4,2,1.5,4,-2,2.5,-4.5
616,ethadb.au,GOODENIA CYCLOPTERA,0,0.5,0,0,0.5,0,0.5
617,ethadb.au,OLDENLANDIA PTEROSPORA,0,4.25,0,3.25,1,0,1
618,ethadb.au,PTILOTUS POLYSTACHYUS,0,21,2,2.5,18.5,-2,20.5
619,ethadb.au,TRACHYMENE GLAUCIFOLIA,0.75,1,0,0,1,0.75,0.25
620,ethadb.au,TRIODIA BASEDOWII,36,31.5,7,11,20.5,29,-8.5
621,ethadb.au,YAKIRRA AUSTRALIENSIS,4,1,4,0,1,0,1
622,ethadn.au,ARISTIDA HOLATHERA,0,2.5,0,4,-1.5,0,-1.5
623,ethadn.au,CALANDRINIA BALONENSIS,5.5,0.2,0,0,0.2,5.5,-5.3
624,ethadn.au,TRACHYMENE GLAUCIFOLIA,0.2,0,0,0,0,0.2,-0.2
625,ethadn.au,TRIODIA BASEDOWII,49.33333333,49.33333333,34.66666667,37,12.33333333,14.66666667,-2.333333333
626,falls.au,AGROSTIS VENUSTA,0.5,0,0,0,0,0.5,-0.5
627,falls.au,ASPERULA GUNNII,0.5,0,0.5,0.5,-0.5,0,-0.5
628,falls.au,ASTEROLASIA TRYMALIOIDES,0.666666667,0.75,0.5,0.75,0,0.166666667,-0.166666667
629,falls.au,BRACHYSCOME DECIPIENS,0.5,0,0.666666667,0,0,-0.166666667,0.166666667
630,falls.au,CAREX BREVICULMIS,0.666666667,0.75,0.5,0.75,0,0.166666667,-0.166666667
631,falls.au,CAREX HEBES,0.6,0.5,0.5,0.666666667,-0.166666667,0.1,-0.266666667
632,falls.au,CELMISIA COSTINIANA,43.33333333,48.33333333,43.33333333,50,-1.666666667,0,-1.666666667
633,falls.au,CHAEROPHYLLUM ERIOPODUM,0.5,0,0.666666667,0.5,-0.5,-0.166666667,-0.333333333
634,falls.au,CRASPEDIA AURANTIA,4,0,2,0,0,2,-2
635,falls.au,ERIGERON BELLIDIOIDES,0.5,1,0.5,1,0,0,0
636,falls.au,GREVILLEA AUSTRALIS,1,1,1,0.5,0.5,0,0.5
637,falls.au,HYPOCHAERIS RADICATA,0.9,0.833333333,0.666666667,0.666666667,0.166666667,0.233333333,-0.066666667
638,falls.au,MELICYTUS DENTATUS,0.5,0,0.5,0.5,-0.5,0,-0.5
639,falls.au,MICROSERIS LANCEOLATA,0,1,0,1,0,0,0
640,falls.au,PHEBALIUM SQUAMULOSUM,1.333333333,1,1.333333333,0.5,0.5,0,0.5
641,falls.au,PIMELEA ALPINA,1.833333333,1.166666667,2,0.833333333,0.333333333,-0.166666667,0.5
642,falls.au,PLANTAGO EURYPHYLLA,1,1,1,0.5,0.5,0,0.5
643,falls.au,POA HIEMATA,45.83333333,41.66666667,37.5,33.33333333,8.333333333,8.333333333,-7.11E-15
644,falls.au,POA HOTHAMENSIS,0.5,0,0,0,0,0.5,-0.5
645,falls.au,RANUNCULUS VICTORIENSIS,0.5,0,0.5,0,0,0,0
646,falls.au,RUMEX ACETOSELLA,0.833333333,0.75,0.583333333,0.75,0,0.25,-0.25
647,falls.au,RYTIDOSPERMA NUDIFLORUM,1,0,2,0,0,-1,1
648,falls.au,TRACHYMENE HUMILIS,7,0,5,0,0,2,-2
649,falls.au,TRISETUM SPICATUM,0.5,1,0.5,0.5,0.5,0,0.5
650,falls.au,VIOLA BETONICIFOLIA,0.5,0.5,0.5,0.5,0,0,0
651,gmgranite.us,ACMISPON STRIGOSUS,0,0.5,2.214285714,1.333333333,-0.833333333,-2.214285714,1.380952381
652,gmgranite.us,AMSINCKIA TESSELLATA,0.75,1,0,0.5,0.5,0.75,-0.25
653,gmgranite.us,BROMUS RUBENS,0.5,0.5,0.5,0,0.5,0,0.5
654,gmgranite.us,CHAENACTIS STEVIOIDES,0.5,0,0,0,0,0.5,-0.5
655,gmgranite.us,CRYPTANTHA CIRCUMSCISSA,0.833333333,0.625,0.5,0.5,0.125,0.333333333,-0.208333333
656,gmgranite.us,CRYPTANTHA PTEROCARYA,0.5,0.5,0,0,0.5,0.5,0
657,gmgranite.us,DESCURAINIA PINNATA,0.5,0.5,0,1.5,-1,0.5,-1.5
658,gmgranite.us,ERIOGONUM MACULATUM,0.5,0.5,0.5,0.5,0,0,0
659,gmgranite.us,ERIOGONUM PUSILLUM,0.5,0,0,0,0,0.5,-0.5
660,gmgranite.us,ERIOPHYLLUM WALLACEI,0.5,0.5,0.5,0,0.5,0,0.5
661,gmgranite.us,ERODIUM CICUTARIUM,2.142857143,6.714285714,3.142857143,2.428571429,4.285714286,-1,5.285714286
662,gmgranite.us,LUPINUS CONCINNUS,0.5,0,0,0,0,0.5,-0.5
663,gmgranite.us,PECTOCARYA HETEROCARPA,3.071428571,2.8,1,0.5,2.3,2.071428571,0.228571429
664,gmgranite.us,PECTOCARYA PLATYCARPA,0,0.5,0.5,0.5,0,-0.5,0.5
665,gmgranite.us,PECTOCARYA RECURVATA,0,1.5,0.5,0.5,1,-0.5,1.5
666,gmgranite.us,PLAGIOBOTHRYS ARIZONICUS,0.625,0.5,0,0,0.5,0.625,-0.125
667,gmgranite.us,SCHISMUS BARBATUS,3.142857143,3.714285714,68.85714286,65.71428571,-62,-65.71428571,3.714285714
668,gmgranite.us,TROPIDOCARPUM GRACILE,0.5,0,0,0,0,0.5,-0.5
669,gmmolar.us,AMSINCKIA TESSELLATA,1,0.75,0.625,1.375,-0.625,0.375,-1
670,gmmolar.us,BROMUS RUBENS,1.285714286,1.428571429,0.866666667,0.85,0.578571429,0.419047619,0.15952381
671,gmmolar.us,CAMISSONIA PALMERI,0.5,0.5,0.5,0.5,0,0,0
672,gmmolar.us,CENTROSTEGIA THURBERI,0.5,0.5,0.5,0.5,0,0,0
673,gmmolar.us,CHAENACTIS STEVIOIDES,0.5,0.625,0,0,0.625,0.5,0.125
674,gmmolar.us,CRYPTANTHA CIRCUMSCISSA,0.5,0.7,0.583333333,0.642857143,0.057142857,-0.083333333,0.14047619
675,gmmolar.us,CRYPTANTHA PTEROCARYA,0.5,0.6,0.942857143,0.666666667,-0.066666667,-0.442857143,0.376190476
676,gmmolar.us,DICHELOSTEMMA CAPITATUM,0.5,0.5,0.583333333,0.5,0,-0.083333333,0.083333333
677,gmmolar.us,ERIOGONUM MACULATUM,0.5,1,0.5,0.5,0.5,0,0.5
678,gmmolar.us,ERIOGONUM PUSILLUM,0,0.5,0,0.5,0,0,0
679,gmmolar.us,ERIOPHYLLUM WALLACEI,1.857142857,0.571428571,2,2.033333333,-1.461904762,-0.142857143,-1.319047619
680,gmmolar.us,ERODIUM CICUTARIUM,1.928571429,3.928571429,4.285714286,4.928571429,-1,-2.357142857,1.357142857
681,gmmolar.us,EUPHORBIA ALBOMARGINATA,0,0.5,0,0.5,0,0,0
682,gmmolar.us,LUPINUS CONCINNUS,0,0.5,0.5,0.5,0,-0.5,0.5
683,gmmolar.us,MALACOTHRIX GLABRATA,0,0.5,0,0,0.5,0,0.5
684,gmmolar.us,MENTZELIA ASPERA,0,1,0,0,1,0,1
685,gmmolar.us,PECTOCARYA HETEROCARPA,1.083333333,1.75,3.042857143,1.016666667,0.733333333,-1.95952381,2.692857143
686,gmmolar.us,PECTOCARYA PLATYCARPA,0.5,0.5,1.116666667,0.6,-0.1,-0.616666667,0.516666667
687,gmmolar.us,PECTOCARYA RECURVATA,0.5,1,2.185714286,1.342857143,-0.342857143,-1.685714286,1.342857143
688,gmmolar.us,PECTOCARYA SETOSA,0.5,0,1.325,0.625,-0.625,-0.825,0.2
689,gmmolar.us,PLAGIOBOTHRYS ARIZONICUS,0.75,0.833333333,0.5,0.5,0.333333333,0.25,0.083333333
690,gmmolar.us,SCHISMUS BARBATUS,1,0,23.42857143,24.71428571,-24.71428571,-22.42857143,-2.285714286
691,gmmolar.us,TOXICOSCORDION BREVIBRACTEATUM,0,0.5,0,0.5,0,0,0
692,guaribas.br,ARISTIDA SETIFOLIA,0.5,0,0,0,0,0.5,-0.5
693,guaribas.br,AXONOPUS AUREUS,0.5,0,0,0,0,0.5,-0.5
694,guaribas.br,AXONOPUS POLYDACTYLUS,0,24.66666667,0,0,24.66666667,0,24.66666667
695,guaribas.br,CHAMAECRISTA FLEXUOSA,0.633333334,1.3,0,0,1.3,0.633333334,0.666666667
696,guaribas.br,CHAMAECRISTA RAMOSA,3.975,4.933333333,0,0,4.933333333,3.975,0.958333333
697,guaribas.br,COMOLIA VILLOSA,19.66666667,14.9,0,0,14.9,19.66666667,-4.766666665
698,guaribas.br,CUPHEA FLAVA,5.580555556,4.088888889,0,0,4.088888889,5.580555556,-1.491666667
699,guaribas.br,DIODELLA APICULATA,0.5,0,0,0,0,0.5,-0.5
700,guaribas.br,ELEPHANTOPUS HIRTIFLORUS,2.65,1.5,0,0,1.5,2.65,-1.15
701,guaribas.br,LAGENOCARPUS GUIANENSIS,6.666666667,0.5,0,0,0.5,6.666666667,-6.166666667
702,guaribas.br,MELOCACTUS BAHIENSIS,2.55,4.133333334,0,0,4.133333334,2.55,1.583333334
703,guaribas.br,MICROSTACHYS CORNICULATA,0.883333333,0,0,0,0,0.883333333,-0.883333333
704,guaribas.br,PASPALUM GARDNERIANUM,0.5,0.5,0,0,0.5,0.5,0
705,guaribas.br,PERAMA HIRSUTA,0,0.5,0,0,0.5,0,0.5
706,guaribas.br,POLYGALA LONGICAULIS,0.5,0,0,0,0,0.5,-0.5
707,guaribas.br,PORTULACA HIRSUTISSIMA,0,1.3,0,0,1.3,0,1.3
708,guaribas.br,RHYNCHOSPORA HOLOSCHOENOIDES,15.03333334,6.5,0,0,6.5,15.03333334,-8.533333335
709,guaribas.br,RHYNCHOSPORA RIPARIA,1.3,2,0,0,2,1.3,0.7
710,guaribas.br,STAELIA VIRGATA,0.5,0,0,0,0,0.5,-0.5
711,guaribas.br,STIGMAPHYLLON PARALIAS,2.633333333,0,0,0,0,2.633333333,-2.633333333
712,guaribas.br,STYLOSANTHES CAPITATA,2.8,0,0,0,0,2.8,-2.8
713,guaribas.br,STYLOSANTHES VISCOSA,1.95,0.9,0,0,0.9,1.95,-1.05
714,guaribas.br,TRACHYPOGON SPICATUS,28.91666667,28.86666667,0,0,28.86666667,28.91666667,-0.050000001
715,guaribas.br,WALTHERIA INDICA,0.5,0.5,0,0,0.5,0.5,0
716,guaribas.br,ZORNIA SERICEA,0.5,0,0,0,0,0.5,-0.5
717,hard.us,ACHILLEA MILLEFOLIUM,1,2,0,6.25,-4.25,1,-5.25
718,hard.us,ARTEMISIA NOVA,10,16.5,0,0,16.5,10,6.5
719,hard.us,ARTEMISIA TRIDENTATA,20,35,0,0,35,20,15
720,hard.us,BROMUS TECTORUM,2,5,0,0,5,2,3
721,hard.us,CHRYSOTHAMNUS VISCIDIFLORUS,9,19,16.66666667,25,-6,-7.666666667,1.666666667
722,hard.us,COMANDRA UMBELLATA,2,0,0,0,0,2,-2
723,hard.us,DALEA SEARLSIAE,1,0,0,0,0,1,-1
724,hard.us,KOELERIA MACRANTHA,5.5,5.5,0,0,5.5,5.5,0
725,hard.us,LINUM PERENNE,1,0,0,0,0,1,-1
726,hard.us,LUPINUS ARGENTEUS,1,0,0,0,0,1,-1
727,hard.us,ORTHOCARPUS TOLMIEI,11,7,0,0,7,11,-4
728,hard.us,PSEUDOROEGNERIA SPICATA,9,1,25,34.375,-33.375,-16,-17.375
729,hard.us,PURSHIA TRIDENTATA,0,18,0,28.125,-10.125,0,-10.125
730,hard.us,SYMPHYOTRICHUM ERICOIDES,2,9.333333333,0,0,9.333333333,2,7.333333333
731,hard.us,THLASPI ARVENSE,1.666666667,3,0,0,3,1.666666667,1.333333333
732,hard.us,WYETHIA AMPLEXICAULIS,0,1,0,0,1,0,1
733,hoide.de,BETULA PENDULA,5,0,1,0,0,4,-4
734,hoide.de,CALLUNA VULGARIS,74.66666667,85,75,77.5,7.5,-0.333333333,7.833333333
735,hoide.de,CAREX ARENARIA,2.666666667,1.666666667,4.5,3.5,-1.833333333,-1.833333333,2.22E-16
736,hoide.de,DESCHAMPSIA FLEXUOSA,8.666666667,3.666666667,3.5,3.5,0.166666667,5.166666667,-5
737,hoide.de,EMPETRUM NIGRUM,10,0,2,0,0,8,-8
738,hoide.de,SALIX REPENS,1,15,1,25,-10,0,-10
739,hyide.de,CALLUNA VULGARIS,81.66666667,65.66666667,80,73.33333333,-7.666666667,1.666666667,-9.333333333
740,hyide.de,CAREX ARENARIA,2,1.333333333,3,3.333333333,-2,-1,-1
741,hyide.de,DESCHAMPSIA FLEXUOSA,1,1,0,1,0,1,-1
742,indiana.us,ACER SACCHARUM,40,28,0,0,28,40,-12
743,indiana.us,LIRIODENDRON TULIPIFERA,17,16,0,0,16,17,-1
744,indiana.us,PRUNUS SEROTINA,0,3,0,0,3,0,3
745,indiana.us,QUERCUS RUBRA,42,53,0,0,53,42,11
746,indiana.us,SASSAFRAS ALBIDUM,1,0,0,0,0,1,-1
747,jenadrt.de,ACHILLEA MILLEFOLIUM,19,0,0,0,0,19,-19
748,jenadrt.de,APHANES ARVENSIS,0.5,0,0,0,0,0.5,-0.5
749,jenadrt.de,ARENARIA SERPYLLIFOLIA,0.5,0.5,0,0,0.5,0.5,0
750,jenadrt.de,BELLIS PERENNIS,9.333333333,5,0,0,5,9.333333333,-4.333333333
751,jenadrt.de,BROMUS HORDEACEUS,0,0.5,0,0,0.5,0,0.5
752,jenadrt.de,CERASTIUM FONTANUM,1.333333333,0.5,0,0,0.5,1.333333333,-0.833333333
753,jenadrt.de,CERASTIUM GLOMERATUM,0.5,0,0,0,0,0.5,-0.5
754,jenadrt.de,CLINOPODIUM VULGARE,1.25,0,0,0,0,1.25,-1.25
755,jenadrt.de,CONVOLVULUS ARVENSIS,11.5,2,0,0,2,11.5,-9.5
756,jenadrt.de,CREPIS BIENNIS,1.25,2,0,0,2,1.25,0.75
757,jenadrt.de,ELYMUS REPENS,1.75,0.5,0,0,0.5,1.75,-1.25
758,jenadrt.de,FALCARIA VULGARIS,0,2.25,0,0,2.25,0,2.25
759,jenadrt.de,FRAGARIA VIRIDIS,0,0.5,0,0,0.5,0,0.5
760,jenadrt.de,GERANIUM DISSECTUM,9.333333333,2,0,0,2,9.333333333,-7.333333333
761,jenadrt.de,GERANIUM PUSILLUM,20,12.33333333,0,0,12.33333333,20,-7.666666667
762,jenadrt.de,GLECHOMA HEDERACEA,8,12,0,0,12,8,4
763,jenadrt.de,LOLIUM PERENNE,36.66666667,47.33333333,0,0,47.33333333,36.66666667,10.66666667
764,jenadrt.de,MEDICAGO LUPULINA,0.666666667,0.5,0,0,0.5,0.666666667,-0.166666667
765,jenadrt.de,PICRIS HIERACIOIDES,4.5,2.166666667,0,0,2.166666667,4.5,-2.333333333
766,jenadrt.de,POA PRATENSIS,15,9,0,0,9,15,-6
767,jenadrt.de,POA TRIVIALIS,1.25,2,0,0,2,1.25,0.75
768,jenadrt.de,SCORZONEROIDES AUTUMNALIS,0.5,0,0,0,0,0.5,-0.5
769,jenadrt.de,TARAXACUM CAMPYLODES,20.66666667,11.33333333,0,0,11.33333333,20.66666667,-9.333333333
770,jenadrt.de,TRIFOLIUM DUBIUM,5,2,0,0,2,5,-3
771,jenadrt.de,TRIFOLIUM REPENS,1,0,0,0,0,1,-1
772,jenadrt.de,VERONICA ARVENSIS,0.5,0.5,0,0,0.5,0.5,0
773,jilpanger.au,ACAENA ECHINATA,5.3,0.5,1.8,0.5,0,3.5,-3.5
774,jilpanger.au,AIRA ELEGANTISSIMA,0.625,0.5,0.75,0.5,0,-0.125,0.125
775,jilpanger.au,APHELIA PUMILIO,0.5,0,0.5,0.5,-0.5,0,-0.5
776,jilpanger.au,ASTROLOMA HUMIFUSUM,0.5,0,0.5,0,0,0,0
777,jilpanger.au,BLENNOSPORA DRUMMONDII,0.5,0.5,0.5,0.5,0,0,0
778,jilpanger.au,BRACHYSCOME PERPUSILLA,0.5,0,0.6,0.5,-0.5,-0.1,-0.4
779,jilpanger.au,CALADENIA CARNEA,0.5,0,0.5,0,0,0,0
780,jilpanger.au,CALADENIA TENTACULATA,0.5,0,1,0,0,-0.5,0.5
781,jilpanger.au,CALYTRIX TETRAGONA,0.75,8.5,1,5.5,3,-0.25,3.25
782,jilpanger.au,CHAMAESCILLA CORYMBOSA,1.75,0.5,0.75,0.5,0,1,-1
783,jilpanger.au,CHRYSOCEPHALUM APICULATUM,10,10,10,1,9,0,9
784,jilpanger.au,Centrolepis ARISTATA,0.5,0.5,0.6,1,-0.5,-0.1,-0.4
785,jilpanger.au,Centrolepis POLYGYNA,0.5,0,0.5,0,0,0,0
786,jilpanger.au,Centrolepis STRIGOSA,0.5,0.5,0.5,0.5,0,0,0
787,jilpanger.au,DAUCUS GLOCHIDIATUS,0.5,0,0,0,0,0.5,-0.5
788,jilpanger.au,DICHOPOGON STRICTUS,0.75,0.833333333,0.7,0.666666667,0.166666667,0.05,0.116666667
789,jilpanger.au,DISTICHLIS distichophylla,0,0.5,0,0,0.5,0,0.5
790,jilpanger.au,DROSERA ABERRANS,0.5,0,1.625,0.5,-0.5,-1.125,0.625
791,jilpanger.au,DROSERA GLANDULIGERA,0.5,0.5,0.5,0.5,0,0,0
792,jilpanger.au,DROSERA HOOKERI,0.5,0.5,0.75,0.5,0,-0.25,0.25
793,jilpanger.au,GNEPHOSIS DRUMMONDII,0.5,0.5,0.5,1,-0.5,0,-0.5
794,jilpanger.au,GOODENIA BLACKIANA,0.75,0,0.5,0,0,0.25,-0.25
795,jilpanger.au,HYALOSPERMA DEMISSUM,0.7,0.5,0.5,0.5,0,0.2,-0.2
796,jilpanger.au,HYDROCOTYLE FOVEOLATA,0.5,0.5,0.5,0.5,0,0,0
797,jilpanger.au,HYDROCOTYLE SETULOSA,0.5,0,1,0,0,-0.5,0.5
798,jilpanger.au,HYPOCHAERIS GLABRA,0.5,0.5,0.7,0.5,0,-0.2,0.2
799,jilpanger.au,HYPOLAENA FASTIGIATA,0.5,0.5,0,0.5,0,0.5,-0.5
800,jilpanger.au,ISOLEPIS MARGINATA,0.5,0,0.5,0.5,-0.5,0,-0.5
801,jilpanger.au,LEPIDOSPERMA CARPHOIDES,5,0.5,5,0,0.5,0,0.5
802,jilpanger.au,LEPIDOSPERMA CONGESTUM,0.5,0.5,0.5,0.5,0,0,0
803,jilpanger.au,LEVENHOOKIA DUBIA,0.5,0,0.5,0.5,-0.5,0,-0.5
804,jilpanger.au,LOMANDRA JUNCEA,0.5,0,0.5,0.5,-0.5,0,-0.5
805,jilpanger.au,LOMANDRA NANA,0.5,0.666666667,0.666666667,0.5,0.166666667,-0.166666667,0.333333333
806,jilpanger.au,Lagenophora stipitata,0.5,0,0,0,0,0.5,-0.5
807,jilpanger.au,MICROSERIS SCAPIGERA,0.5,0.5,0.5,0.5,0,0,0
808,jilpanger.au,MILLOTIA MUELLERI,0.666666667,0.5,0.5,0.5,0,0.166666667,-0.166666667
809,jilpanger.au,MILLOTIA TENUIFOLIA,0.666666667,0.5,0.5,0.5,0,0.166666667,-0.166666667
810,jilpanger.au,NEURACHNE ALOPECUROIDEA,0.666666667,6.666666667,0.833333333,2,4.666666667,-0.166666667,4.833333333
811,jilpanger.au,PELARGONIUM RODNEYANUM,0.5,1,0,0.5,0.5,0.5,0
812,jilpanger.au,PIMELEA HUMILIS,5,0.5,1,1,-0.5,4,-4.5
813,jilpanger.au,QUINETIA URVILLEI,0.5,0.5,0.5,0.5,0,0,0
814,jilpanger.au,RANUNCULUS ROBERTSONII,0.5,0.5,0,0.5,0,0.5,-0.5
815,jilpanger.au,ROMULEA ROSEA,0.5,0.5,0.5,0.5,0,0,0
816,jilpanger.au,SCHOENUS APOGON,0.625,0.5,0.625,1,-0.5,0,-0.5
817,jilpanger.au,SILOXERUS MULTIFLORUS,2,0,0.625,0.5,-0.5,1.375,-1.875
818,jilpanger.au,SOLENOGYNE DOMINII,0.5,0,0,0,0,0.5,-0.5
819,jilpanger.au,STIPA VAGINATA,0.5,0.5,0.5,0.5,0,0,0
820,jilpanger.au,THYSANOTUS PATERSONII,0.5,0.5,0.5,0,0.5,0,0.5
821,jilpanger.au,THYSANOTUS TUBEROSUS,0.5,0.5,0.5,0,0.5,0,0.5
822,jilpanger.au,VULPIA MYUROS,0.5,0.5,0.5,1,-0.5,0,-0.5
823,jilpanger.au,WAHLENBERGIA GRACILENTA,0.5,0,0.5,0.5,-0.5,0,-0.5
824,jilpanger.au,WAHLENBERGIA STRICTA,0.5,0.5,0.5,0.5,0,0,0
825,jilpanger.au,WURMBEA DIOICA,0.5,0,0.5,0,0,0,0
826,jorndrt.us,BOERHAVIA SPICATA,1.5,0,0,0,0,1.5,-1.5
827,jorndrt.us,CHONDROSUM ERIOPODUM,31.66666667,27.33333333,39.33333333,29.66666667,-2.333333333,-7.666666667,5.333333333
828,jorndrt.us,EUPHORBIA GLYPTOSPERMA,1,0,0,0,0,1,-1
829,jorndrt.us,KRAMERIA LANCEOLATA,0,2.6,0,7,-4.4,0,-4.4
830,jorndrt.us,PANICUM HIRTICAULE,0.3,0,0,0,0,0.3,-0.3
831,jorndrt.us,PROSOPIS GLANDULOSA,7.333333333,3.333333333,8,4,-0.666666667,-0.666666667,4.44E-16
832,jorndrt.us,SENNA BAUHINIOIDES,0.2,1.25,0.75,1,0.25,-0.55,0.8
