,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
1318,SCLEROLAENA OBLIQUICUSPIS,SCLEROLAENA,,obliquicuspis,NA,NA,,,tro-7202087,TRUE,1.1,Accepted,Amaranthaceae,Sclerolaena,,obliquicuspis,,,(Anderson) Ulbr.,tro-7202087,Accepted,FALSE,FALSE,FALSE,12/26/24
1319,SCLEROLAENA TRICUSPIS,SCLEROLAENA,,tricuspis,NA,NA,,,tro-7202148,TRUE,1.1,Accepted,Amaranthaceae,Sclerolaena,,tricuspis,,,(F. Muell.) Ulbr.,tro-7202148,Accepted,FALSE,FALSE,FALSE,12/26/24
1320,SCLEROPOGON BREVIFOLIUS,SCLEROPOGON,,brevifolius,NA,NA,,,kew-441695,TRUE,1.1,Accepted,Poaceae,Scleropogon,,brevifolius,,,Phil.,kew-441695,Accepted,FALSE,FALSE,FALSE,12/26/24
1321,SCORZONEROIDES AUTUMNALIS,SCORZONEROIDES,,autumnalis,NA,NA,,,gcc-121516,TRUE,1.1,Accepted,Compositae,Scorzoneroides,,autumnalis,,,(L.) Moench,gcc-121516,Accepted,FALSE,FALSE,FALSE,12/26/24
1322,SCORZONEROIDES HELVETICA,SCORZONEROIDES,,helvetica,NA,NA,,,gcc-89379,TRUE,1.1,Accepted,Compositae,Scorzoneroides,,helvetica,,,(Mérat) Holub,gcc-89379,Accepted,FALSE,FALSE,FALSE,12/26/24
1323,SCUTELLARIA GALERICULATA,SCUTELLARIA,,galericulata,NA,NA,,,kew-189114,TRUE,1.1,Accepted,Lamiaceae,Scutellaria,,galericulata,,,L.,kew-189114,Accepted,FALSE,FALSE,FALSE,12/26/24
1324,SCUTELLARIA RACEMOSA,SCUTELLARIA,,racemosa,NA,NA,,,kew-189621,TRUE,1.1,Accepted,Lamiaceae,Scutellaria,,racemosa,,,Pers.,kew-189621,Accepted,FALSE,FALSE,FALSE,12/26/24
1325,SEBAEA SEDOIDES var. SCHOENLANDII,SEBAEA,,sedoides,NA,var.,,SCHOENLANDII,tro-13800853,TRUE,1.1,Accepted,Gentianaceae,Sebaea,,sedoides,,,Gilg,tro-13800853,Accepted,FALSE,FALSE,FALSE,12/26/24
1326,SECALE SYLVESTRE,SECALE,,sylvestre,NA,NA,,,kew-441803,TRUE,1.1,Accepted,Poaceae,Secale,,sylvestre,,,Host,kew-441803,Accepted,FALSE,FALSE,FALSE,12/26/24
1327,SEDUM LANCEOLATUM,SEDUM,,lanceolatum,NA,NA,,,tro-8900121,TRUE,1.1,Accepted,Crassulaceae,Sedum,,lanceolatum,,,Torr.,tro-8900121,Accepted,FALSE,FALSE,FALSE,12/26/24
1328,SEDUM STENOPETALUM,SEDUM,,stenopetalum,NA,NA,,,tro-8900173,TRUE,1.1,Accepted,Crassulaceae,Sedum,,stenopetalum,,,Pursh,tro-8900173,Accepted,FALSE,FALSE,FALSE,12/26/24
1329,SENECIO ADENOTRICHIUS,SENECIO,,adenotrichius,NA,NA,,,gcc-28765,TRUE,1.1,Accepted,Compositae,Senecio,,adenotrichius,,,DC.,gcc-28765,Accepted,FALSE,FALSE,FALSE,12/26/24
1330,SENECIO BUPLEUROIDES,SENECIO,,bupleuroides,NA,NA,,,gcc-124174,TRUE,1.1,Accepted,Compositae,Senecio,,bupleuroides,,,DC.,gcc-124174,Accepted,FALSE,FALSE,FALSE,12/26/24
1331,SENECIO CORONATUS,SENECIO,,coronatus,NA,NA,,,gcc-7044,TRUE,1.1,Accepted,Compositae,Senecio,,coronatus,,,(Thunb.) Harv.,gcc-7044,Accepted,FALSE,FALSE,FALSE,12/26/24
1332,SENECIO DELTOIDEUS,SENECIO,,deltoideus,NA,NA,,,gcc-37828,TRUE,1.1,Accepted,Compositae,Senecio,,deltoideus,,,Less.,gcc-37828,Accepted,FALSE,FALSE,FALSE,12/26/24
1333,SENECIO LASEGUEI,SENECIO,,laseguei,NA,NA,,,gcc-31259,TRUE,1.1,Accepted,Compositae,Senecio,,laseguei,,,Hombr. & Jacquinot ex Decne.,gcc-31259,Accepted,FALSE,FALSE,FALSE,12/26/24
1334,SENECIO LEUCANTHEMIFOLIUS,SENECIO,,leucanthemifolius,NA,NA,,,gcc-39205,TRUE,1.1,Accepted,Compositae,Senecio,,leucanthemifolius,,,Poir.,gcc-39205,Accepted,FALSE,FALSE,FALSE,12/26/24
1335,SENECIO MADAGASCARIENSIS,SENECIO,,madagascariensis,NA,NA,,,gcc-142094,TRUE,1.1,Accepted,Compositae,Senecio,,madagascariensis,,,Poir.,gcc-142094,Accepted,FALSE,FALSE,FALSE,12/26/24
1336,SENECIO MISER,SENECIO,,miser,NA,NA,,,gcc-19863,TRUE,1.1,Accepted,Compositae,Senecio,,miser,,,Hook.f.,gcc-19863,Accepted,FALSE,FALSE,FALSE,12/26/24
1337,SENECIO PAMPEANUS,SENECIO,,pampeanus,NA,NA,,,gcc-119455,TRUE,1.1,Accepted,Compositae,Senecio,,pampeanus,,,Cabrera,gcc-119455,Accepted,FALSE,FALSE,FALSE,12/26/24
1338,SENECIO RETRORSUS,SENECIO,,retrorsus,NA,NA,,,gcc-30367,TRUE,1.1,Accepted,Compositae,Senecio,,retrorsus,,,DC.,gcc-30367,Accepted,FALSE,FALSE,FALSE,12/26/24
1339,SENECIO SELLOI,SENECIO,,selloi,NA,NA,,,gcc-24651,TRUE,1.1,Accepted,Compositae,Senecio,,selloi,,,(Spreng.) DC.,gcc-24651,Accepted,FALSE,FALSE,FALSE,12/26/24
1340,SENNA APHYLLA,SENNA,,aphylla,NA,NA,,,ild-21274,TRUE,1.1,Accepted,Leguminosae,Senna,,aphylla,,,(Cav.) H.S.Irwin & Barneby,ild-21274,Accepted,FALSE,FALSE,FALSE,12/26/24
1341,SENNA BAUHINIOIDES,SENNA,,bauhinioides,NA,NA,,,ild-21288,TRUE,1.1,Accepted,Leguminosae,Senna,,bauhinioides,,,(A.Gray) H.S.Irwin & Barneby,ild-21288,Accepted,FALSE,FALSE,FALSE,12/26/24
1342,SENNA CUMINGII,SENNA,,cumingii,NA,NA,,,ild-21325,TRUE,1.1,Accepted,Leguminosae,Senna,,cumingii,,,(Hook. & Arn.) H.S.Irwin & Barn,ild-21325,Accepted,FALSE,FALSE,FALSE,12/26/24
1343,SERICOCARPUS ASTEROIDES,SERICOCARPUS,,asteroides,NA,NA,,,gcc-113897,TRUE,1.1,Accepted,Compositae,Sericocarpus,,asteroides,,,(L.) Nees,gcc-113897,Accepted,FALSE,FALSE,FALSE,12/26/24
1344,SERICOCARPUS rigidus,SERICOCARPUS,,rigidus,NA,NA,,,gcc-3011,TRUE,1.1,Accepted,Compositae,Sericocarpus,,rigidus,,,Lindl.,gcc-3011,Accepted,FALSE,FALSE,FALSE,12/26/24
1345,SETARIA LEUCOPILA,SETARIA,,leucopila,NA,NA,,,kew-442502,TRUE,1.1,Accepted,Poaceae,Setaria,,leucopila,,,(Scribn. & Merr.) K.Schum.,kew-442502,Accepted,FALSE,FALSE,FALSE,12/26/24
1346,SETARIA NIGRIROSTRIS,SETARIA,,nigrirostris,NA,NA,,,kew-442565,TRUE,1.1,Accepted,Poaceae,Setaria,,nigrirostris,,,(Nees) T.Durand & Schinz,kew-442565,Accepted,FALSE,FALSE,FALSE,12/26/24
1347,SETARIA PAMPEANA,SETARIA,,pampeana,NA,NA,,,kew-442591,TRUE,1.1,Accepted,Poaceae,Setaria,,pampeana,,,Parodi ex Nicora,kew-442591,Accepted,FALSE,FALSE,FALSE,12/26/24
1348,SETARIA PARVIFLORA,SETARIA,,parviflora,NA,NA,,,kew-442600,TRUE,1.1,Accepted,Poaceae,Setaria,,parviflora,,,(Poir.) M.Kerguelen,kew-442600,Accepted,FALSE,FALSE,FALSE,12/26/24
1349,SETARIA SPHACELATA,SETARIA,,sphacelata,NA,NA,,,kew-442714,TRUE,1.1,Accepted,Poaceae,Setaria,,sphacelata,,,(Schumach.) Stapf & C.E.Hubb. ex Moss,kew-442714,Accepted,FALSE,FALSE,FALSE,12/26/24
1350,SETARIA VIRIDIS,SETARIA,,viridis,NA,NA,,,kew-442790,TRUE,1.1,Accepted,Poaceae,Setaria,,viridis,,,(L.) P.Beauv.,kew-442790,Accepted,FALSE,FALSE,FALSE,12/26/24
1351,SEYMERIA CASSIOIDES,SEYMERIA,,cassioides,NA,NA,,,tro-29200213,TRUE,1.1,Accepted,Orobanchaceae,Seymeria,,cassioides,,,(J.F. Gmel.) S.F. Blake,tro-29200213,Accepted,FALSE,FALSE,FALSE,12/26/24
1352,SIDA ARGENTINA,SIDA,,argentina,NA,NA,,,tro-19600755,TRUE,1.1,Accepted,Malvaceae,Sida,,argentina,,,K. Schum.,tro-19600755,Accepted,FALSE,FALSE,FALSE,12/26/24
1353,SIDA CORRUGATA,SIDA,,corrugata,NA,NA,,,kew-2595671,TRUE,1.1,Unresolved,Malvaceae,Sida,,corrugata,,,Lindl.,kew-2595671,Unresolved,FALSE,FALSE,FALSE,12/26/24
1354,SIDA INTRICATA,SIDA,,intricata,NA,NA,,,kew-2595574,TRUE,1.1,Unresolved,Malvaceae,Sida,,intricata,,,F.Muell.,kew-2595574,Unresolved,FALSE,FALSE,FALSE,12/26/24
1355,SIDA PETROPHILA,SIDA,,petrophila,NA,NA,,,kew-2601791,TRUE,1.1,Unresolved,Malvaceae,Sida,,petrophila,,,F.Muell.,kew-2601791,Unresolved,FALSE,FALSE,FALSE,12/26/24
1356,SIDA RHOMBIFOLIA,SIDA,,rhombifolia,NA,NA,,,kew-2601837,TRUE,1.1,Accepted,Malvaceae,Sida,,rhombifolia,,,L.,kew-2601837,Accepted,FALSE,FALSE,FALSE,12/26/24
1357,SIDA SPODOCHROMA,SIDA,,spodochroma,NA,NA,,,kew-2601638,TRUE,1.1,Unresolved,Malvaceae,Sida,,spodochroma,,,F.Muell.,kew-2601638,Unresolved,FALSE,FALSE,FALSE,12/26/24
1358,SILENE CONICA,SILENE,,conica,NA,NA,,,kew-2485532,TRUE,1.1,Accepted,Caryophyllaceae,Silene,,conica,,,L.,kew-2485532,Accepted,FALSE,FALSE,FALSE,12/26/24
1359,SILENE NUTANS,SILENE,,nutans,NA,NA,,,kew-2488633,TRUE,1.1,Accepted,Caryophyllaceae,Silene,,nutans,,,L.,kew-2488633,Accepted,FALSE,FALSE,FALSE,12/26/24
1360,SILENE OTITES,SILENE,,otites,NA,NA,,,kew-2488569,TRUE,1.1,Accepted,Caryophyllaceae,Silene,,otites,,,(L.) Wibel,kew-2488569,Accepted,FALSE,FALSE,FALSE,12/26/24
1361,SILENE VULGARIS,SILENE,,vulgaris,NA,NA,,,kew-2487840,TRUE,1.1,Accepted,Caryophyllaceae,Silene,,vulgaris,,,(Moench) Garcke,kew-2487840,Accepted,FALSE,FALSE,FALSE,12/26/24
1362,SILOXERUS MULTIFLORUS,SILOXERUS,,multiflorus,NA,NA,,,gcc-42050,TRUE,1.1,Accepted,Compositae,Siloxerus,,multiflorus,,,(Nees) Nees,gcc-42050,Accepted,FALSE,FALSE,FALSE,12/26/24
1363,SILYBUM MARIANUM,SILYBUM,,marianum,NA,NA,,,gcc-114114,TRUE,1.1,Accepted,Compositae,Silybum,,marianum,,,(L.) Gaertn.,gcc-114114,Accepted,FALSE,FALSE,FALSE,12/26/24
1364,SISYMBRIUM ALTISSIMUM,SISYMBRIUM,,altissimum,NA,NA,,,kew-2476102,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,,altissimum,,,L.,kew-2476102,Accepted,FALSE,FALSE,FALSE,12/26/24
1365,SISYRINCHIUM ALBIDUM,SISYRINCHIUM,,albidum,NA,NA,,,kew-324939,TRUE,1.1,Accepted,Iridaceae,Sisyrinchium,,albidum,,,Raf.,kew-324939,Accepted,FALSE,FALSE,FALSE,12/26/24
1366,SISYRINCHIUM BELLUM,SISYRINCHIUM,,bellum,NA,NA,,,kew-325017,TRUE,1.1,Accepted,Iridaceae,Sisyrinchium,,bellum,,,S.Watson,kew-325017,Accepted,FALSE,FALSE,FALSE,12/26/24
1367,SISYRINCHIUM CAMPESTRE,SISYRINCHIUM,,campestre,NA,NA,,,kew-324997,TRUE,1.1,Accepted,Iridaceae,Sisyrinchium,,campestre,,,E.P.Bicknell,kew-324997,Accepted,FALSE,FALSE,FALSE,12/26/24
1368,SISYRINCHIUM MICRANTHUM,SISYRINCHIUM,,micranthum,NA,NA,,,kew-325040,TRUE,1.1,Accepted,Iridaceae,Sisyrinchium,,micranthum,,,Cav.,kew-325040,Accepted,FALSE,FALSE,FALSE,12/26/24
1369,SISYRINCHIUM MONTANUM,SISYRINCHIUM,,montanum,NA,NA,,,kew-325079,TRUE,1.1,Accepted,Iridaceae,Sisyrinchium,,montanum,,,Greene,kew-325079,Accepted,FALSE,FALSE,FALSE,12/26/24
1370,SISYRINCHIUM PLATENSE,SISYRINCHIUM,,platense,NA,NA,,,kew-325098,TRUE,1.1,Accepted,Iridaceae,Sisyrinchium,,platense,,,I.M.Johnst.,kew-325098,Accepted,FALSE,FALSE,FALSE,12/26/24
1371,SOLANUM aethiopicum,SOLANUM,,aethiopicum,NA,NA,,,tro-29600093,TRUE,1.1,Accepted,Solanaceae,Solanum,,aethiopicum,,,L.,tro-29600093,Accepted,FALSE,FALSE,FALSE,12/26/24
1372,SOLANUM AMERICANUM,SOLANUM,,americanum,NA,NA,,,tro-29600095,TRUE,1.1,Accepted,Solanaceae,Solanum,,americanum,,,Mill.,tro-29600095,Accepted,FALSE,FALSE,FALSE,12/26/24
1373,SOLANUM CAROLINENSE,SOLANUM,,carolinense,NA,NA,,,tro-29602586,TRUE,1.1,Accepted,Solanaceae,Solanum,,carolinense,,,L.,tro-29602586,Accepted,FALSE,FALSE,FALSE,12/26/24
1374,SOLANUM ELAEAGNIFOLIUM,SOLANUM,,elaeagnifolium,NA,NA,,,tro-29602593,TRUE,1.1,Accepted,Solanaceae,Solanum,,elaeagnifolium,,,Cav.,tro-29602593,Accepted,FALSE,FALSE,FALSE,12/26/24
1375,SOLANUM ELLIPTICUM,SOLANUM,,ellipticum,NA,NA,,,tro-50140206,TRUE,1.1,Unresolved,Solanaceae,Solanum,,ellipticum,,,R. Br.,tro-50140206,Unresolved,FALSE,FALSE,FALSE,12/26/24
1376,SOLDANELLA PUSILLA,SOLDANELLA,,pusilla,NA,NA,,,kew-2600708,TRUE,1.1,Accepted,Primulaceae,Soldanella,,pusilla,,,Baumg.,kew-2600708,Accepted,FALSE,FALSE,FALSE,12/26/24
1377,SOLENOGYNE DOMINII,SOLENOGYNE,,dominii,NA,NA,,,gcc-22261,TRUE,1.1,Accepted,Compositae,Solenogyne,,dominii,,,L.G.Adams,gcc-22261,Accepted,FALSE,FALSE,FALSE,12/26/24
1378,SOLIDAGO CANADENSIS,SOLIDAGO,,canadensis,NA,NA,,,gcc-17814,TRUE,1.1,Accepted,Compositae,Solidago,,canadensis,,,L.,gcc-17814,Accepted,FALSE,FALSE,FALSE,12/26/24
1379,SOLIDAGO CHILENSIS,SOLIDAGO,,chilensis,NA,NA,,,gcc-116108,TRUE,1.1,Accepted,Compositae,Solidago,,chilensis,,,Meyen,gcc-116108,Accepted,FALSE,FALSE,FALSE,12/26/24
1380,SOLIDAGO FISTULOSA,SOLIDAGO,,fistulosa,NA,NA,,,gcc-9238,TRUE,1.1,Accepted,Compositae,Solidago,,fistulosa,,,Mill.,gcc-9238,Accepted,FALSE,FALSE,FALSE,12/26/24
1381,SOLIDAGO LUDOVICIANA,SOLIDAGO,,ludoviciana,NA,NA,,,gcc-17562,TRUE,1.1,Accepted,Compositae,Solidago,,ludoviciana,,,(A.Gray) Small,gcc-17562,Accepted,FALSE,FALSE,FALSE,12/26/24
1382,SOLIDAGO MISSOURIENSIS,SOLIDAGO,,missouriensis,NA,NA,,,gcc-85776,TRUE,1.1,Accepted,Compositae,Solidago,,missouriensis,,,Nutt.,gcc-85776,Accepted,FALSE,FALSE,FALSE,12/26/24
1383,SOLIDAGO NEMORALIS,SOLIDAGO,,nemoralis,NA,NA,,,gcc-112880,TRUE,1.1,Accepted,Compositae,Solidago,,nemoralis,,,Aiton,gcc-112880,Accepted,FALSE,FALSE,FALSE,12/26/24
1384,SOLIDAGO ODORA,SOLIDAGO,,odora,NA,NA,,,gcc-123696,TRUE,1.1,Accepted,Compositae,Solidago,,odora,,,Aiton,gcc-123696,Accepted,FALSE,FALSE,FALSE,12/26/24
1385,SOLIDAGO RIGIDA,SOLIDAGO,,rigida,NA,NA,,,gcc-90277,TRUE,1.1,Accepted,Compositae,Solidago,,rigida,,,L.,gcc-90277,Accepted,FALSE,FALSE,FALSE,12/26/24
1386,SOLIDAGO SPECIOSA,SOLIDAGO,,speciosa,NA,NA,,,gcc-131742,TRUE,1.1,Accepted,Compositae,Solidago,,speciosa,,,A.Gray,gcc-131742,Accepted,FALSE,FALSE,FALSE,12/26/24
1387,SOLIDAGO VIRGAUREA,SOLIDAGO,,virgaurea,NA,NA,,,gcc-44550,TRUE,1.1,Accepted,Compositae,Solidago,,virgaurea,,,L.,gcc-44550,Accepted,FALSE,FALSE,FALSE,12/26/24
1388,SONCHUS ARVENSIS,SONCHUS,,arvensis,NA,NA,,,gcc-48853,TRUE,1.1,Accepted,Compositae,Sonchus,,arvensis,,,L.,gcc-48853,Accepted,FALSE,FALSE,FALSE,12/26/24
1389,SONCHUS ASPER,SONCHUS,,asper,NA,NA,,,gcc-130230,TRUE,1.1,Accepted,Compositae,Sonchus,,asper,,,(L.) Hill,gcc-130230,Accepted,FALSE,FALSE,FALSE,12/26/24
1390,SONCHUS OLERACEUS,SONCHUS,,oleraceus,NA,NA,,,gcc-26069,TRUE,1.1,Accepted,Compositae,Sonchus,,oleraceus,,,(L.) L.,gcc-26069,Accepted,FALSE,FALSE,FALSE,12/26/24
1391,SONCHUS TENERRIMUS,SONCHUS,,tenerrimus,NA,NA,,,gcc-143052,TRUE,1.1,Accepted,Compositae,Sonchus,,tenerrimus,,,L.,gcc-143052,Accepted,FALSE,FALSE,FALSE,12/26/24
1392,SONCHUS WIGHTIANUS,SONCHUS,,wightianus,NA,NA,,,gcc-77555,TRUE,1.1,Accepted,Compositae,Sonchus,,wightianus,,,DC.,gcc-77555,Accepted,FALSE,FALSE,FALSE,12/26/24
1393,SORBUS AUCUPARIA,SORBUS,,aucuparia,NA,NA,,,rjp-68,TRUE,1.1,Accepted,Rosaceae,Sorbus,,aucuparia,,,L.,rjp-68,Accepted,FALSE,FALSE,FALSE,12/26/24
1394,SORGHASTRUM NUTANS,SORGHASTRUM,,nutans,NA,NA,,,kew-443203,TRUE,1.1,Accepted,Poaceae,Sorghastrum,,nutans,,,(L.) Nash,kew-443203,Accepted,FALSE,FALSE,FALSE,12/26/24
1395,SORGHUM HALEPENSE,SORGHUM,,halepense,NA,NA,,,kew-443460,TRUE,1.1,Accepted,Poaceae,Sorghum,,halepense,,,(L.) Pers.,kew-443460,Accepted,FALSE,FALSE,FALSE,12/26/24
1396,SPARTINA DENSIFLORA,SPARTINA,,densiflora,NA,NA,,,kew-443770,TRUE,1.1,Accepted,Poaceae,Spartina,,densiflora,,,Brongn.,kew-443770,Accepted,FALSE,FALSE,FALSE,12/26/24
1397,SPERMACOCE NATALENSIS,SPERMACOCE,,natalensis,NA,NA,,,kew-193724,TRUE,1.1,Accepted,Rubiaceae,Spermacoce,,natalensis,,,Hochst.,kew-193724,Accepted,FALSE,FALSE,FALSE,12/26/24
1398,SPERMACOCE VERTICILLATA,SPERMACOCE,,verticillata,NA,NA,,,kew-193935,TRUE,1.1,Accepted,Rubiaceae,Spermacoce,,verticillata,,,L.,kew-193935,Accepted,FALSE,FALSE,FALSE,12/26/24
1399,SPHAERALCEA AUSTRALIS,SPHAERALCEA,,australis,NA,NA,,,tro-50316750,TRUE,1.1,Accepted,Malvaceae,Sphaeralcea,,australis,,,Speg.,tro-50316750,Accepted,FALSE,FALSE,FALSE,12/26/24
1400,SPHAERALCEA COCCINEA,SPHAERALCEA,,coccinea,NA,NA,,,kew-2601904,TRUE,1.1,Accepted,Malvaceae,Sphaeralcea,,coccinea,,,(Nutt.) Rydb.,kew-2601904,Accepted,FALSE,FALSE,FALSE,12/26/24
1401,SPHAERALCEA HASTULATA,SPHAERALCEA,,hastulata,NA,NA,,,tro-19601177,TRUE,1.1,Accepted,Malvaceae,Sphaeralcea,,hastulata,,,A. Gray,tro-19601177,Accepted,FALSE,FALSE,FALSE,12/26/24
1402,SPHAERALCEA POLYCHROMA,SPHAERALCEA,,polychroma,NA,NA,,,tro-19601909,TRUE,1.1,Accepted,Malvaceae,Sphaeralcea,,polychroma,,,La Duke,tro-19601909,Accepted,FALSE,FALSE,FALSE,12/26/24
1403,SPHENOPHOLIS OBTUSATA,SPHENOPHOLIS,,obtusata,NA,NA,,,kew-443879,TRUE,1.1,Accepted,Poaceae,Sphenopholis,,obtusata,,,(Michx.) Scribn.,kew-443879,Accepted,FALSE,FALSE,FALSE,12/26/24
1404,SPIRANTHES TUBEROSA,SPIRANTHES,,tuberosa,NA,NA,,,kew-194565,TRUE,1.1,Accepted,Orchidaceae,Spiranthes,,tuberosa,,,Raf.,kew-194565,Accepted,FALSE,FALSE,FALSE,12/26/24
1405,SPOROBOLUS COMPOSITUS,SPOROBOLUS,,compositus,NA,NA,,,kew-444113,TRUE,1.1,Accepted,Poaceae,Sporobolus,,compositus,,,(Poir.) Merr.,kew-444113,Accepted,FALSE,FALSE,FALSE,12/26/24
1406,SPOROBOLUS CONTRACTUS,SPOROBOLUS,,contractus,NA,NA,,,kew-444127,TRUE,1.1,Accepted,Poaceae,Sporobolus,,contractus,,,Hitchc.,kew-444127,Accepted,FALSE,FALSE,FALSE,12/26/24
1407,SPOROBOLUS CRYPTANDRUS,SPOROBOLUS,,cryptandrus,NA,NA,,,kew-444135,TRUE,1.1,Accepted,Poaceae,Sporobolus,,cryptandrus,,,(Torr.) A.Gray,kew-444135,Accepted,FALSE,FALSE,FALSE,12/26/24
1408,SPOROBOLUS FLEXUOSUS,SPOROBOLUS,,flexuosus,NA,NA,,,kew-444202,TRUE,1.1,Accepted,Poaceae,Sporobolus,,flexuosus,,,(Vasey) Rydb.,kew-444202,Accepted,FALSE,FALSE,FALSE,12/26/24
1409,SPOROBOLUS INDICUS,SPOROBOLUS,,indicus,NA,NA,,,kew-444243,TRUE,1.1,Accepted,Poaceae,Sporobolus,,indicus,,,(L.) R.Br.,kew-444243,Accepted,FALSE,FALSE,FALSE,12/26/24
1410,SPOROBOLUS RIGENS,SPOROBOLUS,,rigens,NA,NA,,,kew-444440,TRUE,1.1,Accepted,Poaceae,Sporobolus,,rigens,,,(Trin.) É.Desv.,kew-444440,Accepted,FALSE,FALSE,FALSE,12/26/24
1411,STACHYS FLORIDANA,STACHYS,,floridana,NA,NA,,,kew-195060,TRUE,1.1,Accepted,Lamiaceae,Stachys,,floridana,,,Shuttlew. ex Benth.,kew-195060,Accepted,FALSE,FALSE,FALSE,12/26/24
1412,STACHYS KUNTZEI,STACHYS,,kuntzei,NA,NA,,,kew-195231,TRUE,1.1,Accepted,Lamiaceae,Stachys,,kuntzei,,,Gürke,kew-195231,Accepted,FALSE,FALSE,FALSE,12/26/24
1413,STACHYS MACRAEI,STACHYS,,macraei,NA,NA,,,kew-195288,TRUE,1.1,Accepted,Lamiaceae,Stachys,,macraei,,,Benth.,kew-195288,Accepted,FALSE,FALSE,FALSE,12/26/24
1414,STAELIA VIRGATA,STAELIA,,virgata,NA,NA,,,kew-196049,TRUE,1.1,Accepted,Rubiaceae,Staelia,,virgata,,,(Link ex Roem. & Schult.) K.Schum.,kew-196049,Accepted,FALSE,FALSE,FALSE,12/26/24
1415,STEINCHISMA HIANS,STEINCHISMA,,hians,NA,NA,,,kew-444584,TRUE,1.1,Accepted,Poaceae,Steinchisma,,hians,,,(Elliott) Nash,kew-444584,Accepted,FALSE,FALSE,FALSE,12/26/24
1416,STELLARIA GRAMINEA,STELLARIA,,graminea,NA,NA,,,kew-2482031,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,graminea,,,L.,kew-2482031,Accepted,FALSE,FALSE,FALSE,12/26/24
1417,STELLARIA MEDIA,STELLARIA,,media,NA,NA,,,kew-2481938,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,media,,,(L.) Vill.,kew-2481938,Accepted,FALSE,FALSE,FALSE,12/26/24
1418,STELLERA CHAMAEJASME,STELLERA,,chamaejasme,NA,NA,,,tro-32000469,TRUE,1.1,Accepted,Thymelaeaceae,Stellera,,chamaejasme,,,L.,tro-32000469,Accepted,FALSE,FALSE,FALSE,12/26/24
1419,STENANDRIUM DULCE,STENANDRIUM,,dulce,NA,NA,,,tro-102279,TRUE,1.1,Accepted,Acanthaceae,Stenandrium,,dulce,,,(Cav.) Nees,tro-102279,Accepted,FALSE,FALSE,FALSE,12/26/24
1420,STENARIA NIGRICANS,STENARIA,,nigricans,NA,NA,,,kew-197026,TRUE,1.1,Accepted,Rubiaceae,Stenaria,,nigricans,,,(Lam.) Terrell,kew-197026,Accepted,FALSE,FALSE,FALSE,12/26/24
1421,STENOTAPHRUM SECUNDATUM,STENOTAPHRUM,,secundatum,NA,NA,,,kew-444625,TRUE,1.1,Accepted,Poaceae,Stenotaphrum,,secundatum,,,(Walter) Kuntze,kew-444625,Accepted,FALSE,FALSE,FALSE,12/26/24
1422,STIGMAPHYLLON PARALIAS,STIGMAPHYLLON,,paralias,NA,NA,,,kew-2596332,TRUE,1.1,Accepted,Malpighiaceae,Stigmaphyllon,,paralias,,,A.Juss.,kew-2596332,Accepted,FALSE,FALSE,FALSE,12/26/24
1423,STIPA CAUDATA,STIPA,,caudata,NA,NA,,,kew-444860,TRUE,1.1,Accepted,Poaceae,Stipa,,caudata,,,Trin.,kew-444860,Accepted,FALSE,FALSE,FALSE,12/26/24
1424,STIPA COMATA,STIPA,,comata,NA,NA,,,kew-444901,TRUE,1.1,Accepted,Poaceae,Stipa,,comata,,,Trin. & Rupr.,kew-444901,Accepted,FALSE,FALSE,FALSE,12/26/24
1425,STIPA CURTISETA,STIPA,,curtiseta,NA,NA,,,kew-444940,TRUE,1.1,Synonym,Poaceae,Stipa,,spartea,,,Trin.,kew-445751,Accepted,FALSE,FALSE,FALSE,12/26/24
1426,STIPA elegantissima,STIPA,,elegantissima,NA,NA,,,kew-444998,TRUE,1.1,Accepted,Poaceae,Stipa,,elegantissima,,,Labill.,kew-444998,Accepted,FALSE,FALSE,FALSE,12/26/24
1427,STIPA JUNCEA,STIPA,,juncea,NA,NA,,,kew-445204,TRUE,1.1,Accepted,Poaceae,Stipa,,juncea,,,L.,kew-445204,Accepted,FALSE,FALSE,FALSE,12/26/24
1428,STIPA NITIDA,STIPA,,nitida,NA,NA,,,kew-445429,TRUE,1.1,Accepted,Poaceae,Stipa,,nitida,,,Summerh. & C.E.Hubb.,kew-445429,Accepted,FALSE,FALSE,FALSE,12/26/24
1429,STIPA PAPPOSA,STIPA,,papposa,NA,NA,,,kew-445475,TRUE,1.1,Accepted,Poaceae,Stipa,,papposa,,,Nees,kew-445475,Accepted,FALSE,FALSE,FALSE,12/26/24
1430,STIPA PARVIFLORA,STIPA,,parviflora,NA,NA,,,kew-445487,TRUE,1.1,Accepted,Poaceae,Stipa,,parviflora,,,Desf.,kew-445487,Accepted,FALSE,FALSE,FALSE,12/26/24
