"","Taxon","site_code","mean.after.control.0","mean.after.drought.0","mean.before.control.0","mean.before.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"59","ALTERNANTHERA SESSILIS","brokenh.au",0,0,1.5,1,-1,-1.5,0.5,20,0.3,9.62,13.2,NA,NA,46.03,0.292,"FORB","ANNUAL","FORB"
"60","ALYSSUM DESERTORUM","nplatte.us",2,2,0,0,2,2,0,NA,0.1,NA,27.17578947,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"61","AMBROSIA ARTEMISIIFOLIA","cedarsav.us",8,1.5,0,0,1.5,8,-6.5,23.1,0.226,15.077975,21.45333609,1.22,0.08,135,0.36,"FORB","ANNUAL","FORB"
"62","AMBROSIA ARTEMISIIFOLIA","esw.ca",0,0,0,1,-1,0,-1,23.1,0.226,15.077975,21.45333609,1.22,0.08,135,0.36,"FORB","ANNUAL","FORB"
"63","AMBROSIA DELTOIDEA","capwhite.us",0,0,0.5,0.5,-0.5,-0.5,0,44.19,0.4,NA,2.617596281,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"64","AMBROSIA DELTOIDEA","capmcd.us",0,0,0.5,0.5,-0.5,-0.5,0,44.19,0.4,NA,2.617596281,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"65","AMBROSIA PSILOSTACHYA","konzadrt.us",21.6,11.8,6.6,13,-1.2,15,-16.2,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"66","AMBROSIA PSILOSTACHYA","bfl.us",8,0,0,0,0,8,-8,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"67","AMBROSIA PSILOSTACHYA","slp.us",2,10.33333333,0,0,10.33333333,2,8.333333333,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"68","AMBROSIA PSILOSTACHYA","oklah.us",18.5,19,0,0,19,18.5,0.5,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"69","AMBROSIA PSILOSTACHYA","cedarsav.us",0,0,4.666666667,9.5,-9.5,-4.666666667,-4.833333333,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"70","AMBROSIA TENUIFOLIA","marcdrt.ar",1.333333333,1,18.25,6.25,-5.25,-16.91666667,11.66666667,18.2,NA,NA,9.366271504,0.6096,NA,NA,NA,"FORB","PERENNIAL","FORB"
"71","AMBROSIA TENUIFOLIA","chilcasdrt.ar",2.583333333,2.958333333,0,0,2.958333333,2.583333333,0.375,18.2,NA,NA,9.366271504,0.6096,NA,NA,NA,"FORB","PERENNIAL","FORB"
"76","ANAGALLIS ARVENSIS","marcdrt.ar",0,0,0,2,-2,0,-2,25,0.187,NA,28.34396552,0.315,NA,NA,NA,"FORB","ANNUAL","FORB"
"77","ANAGALLIS ARVENSIS","scruzh.us",4.516493875,5.6818182,2.3255814,0,5.6818182,2.190912475,3.490905725,25,0.187,NA,28.34396552,0.315,NA,NA,NA,"FORB","ANNUAL","FORB"
"85","ANDROSACE SEPTENTRIONALIS","mattheis.ca",1,1,0,0,1,1,0,19.4925,0.011,12.29704857,30.84123333,0.1,NA,79.99696667,NA,"FORB","ANNUAL","FORB"
"86","ANDROSACE SEPTENTRIONALIS","kernb.ca",0.5,0.5,0.5,0.5,0,0,0,19.4925,0.011,12.29704857,30.84123333,0.1,NA,79.99696667,NA,"FORB","ANNUAL","FORB"
"87","ANEMONE CYLINDRICA","cedarsav.us",0,0,3,2,-2,-3,1,21.49286663,0.378666667,18.61450125,15.51323914,NA,0.19,77,0.36,"FORB","PERENNIAL","FORB"
"88","ANEMONE PATENS","kinsella.ca",3,22.5,0,0,22.5,3,19.5,NA,0.20625,NA,24.26984405,0.762222222,0.359426374,33.15708162,NA,"FORB","PERENNIAL","FORB"
"89","ANEMONE PATENS","kernb.ca",0.75,0,1.25,0,0,-0.5,0.5,NA,0.20625,NA,24.26984405,0.762222222,0.359426374,33.15708162,NA,"FORB","PERENNIAL","FORB"
"90","ANTENNARIA NEGLECTA","konzadrt.us",4,0,0,0,0,4,-4,14.85633333,0.3048,NA,17.70998319,0.2286,0.15753416,118.3340008,0.277125,"FORB","PERENNIAL","FORB"
"100","APHANES ARVENSIS","jenadrt.de",0.5,0,0,0,0,0.5,-0.5,15,0.1,NA,35.07,0.05,NA,21.0833,NA,"FORB","ANNUAL","FORB"
"101","APHYLLANTHES MONSPELIENSIS","ayora.es",0,1,0,0,1,0,1,21.4,0.22,NA,5,0.8,NA,NA,NA,"FORB","PERENNIAL","FORB"
"102","APOCYNUM CANNABINUM","purdue.us",5,0,0,0,0,5,-5,17.24,0.95292,NA,10.21642474,0.3048,0.326740067,54.03916377,0.304733333,"FORB","PERENNIAL","FORB"
"103","ARENARIA SERPYLLIFOLIA","jenadrt.de",0.5,0.5,0,0,0.5,0.5,0,12,0.075,13.275,23.7,0.21,0.067,627.505,0.207422972,"FORB","ANNUAL","FORB"
"104","ARENARIA SERPYLLIFOLIA","kiskun.hu",0.01,0.01,0.505,0,0.01,-0.495,0.505,12,0.075,13.275,23.7,0.21,0.067,627.505,0.207422972,"FORB","ANNUAL","FORB"
"115","ARISTOLOCHIA CHILENSIS","lcnorth.cl",0,0,0,0.5,-0.5,0,-0.5,NA,NA,NA,17.43,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"116","ARISTOLOCHIA CHILENSIS","qdtnorth.cl",0,0,1,1,-1,-1,0,NA,NA,NA,17.43,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"117","ARMERIA MARITIMA","paike.ar",1,1,1,1,0,0,0,17,0.308106667,9.3,21.1502,0.254,0.2612175,57.875,0.221876923,"FORB","PERENNIAL","FORB"
"121","ARTEMISIA ABSINTHIUM","kernb.ca",3,0,0.5,0,0,2.5,-2.5,22.1,0.802333333,NA,24.66323678,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"122","ARTEMISIA CAMPESTRIS","kiskun.hu",7,3,5.25,2.25,0.75,1.75,-1,18.886,0.353,9.064339995,18.71203,1.22,0.366498,52.76693333,0.46,"FORB","PERENNIAL","FORB"
"123","ARTEMISIA INDICA","teshio.jp",0,25,0,4,21,0,21,23.07881,1.882,NA,16.29,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"124","ARTEMISIA LUDOVICIANA","brookdale.ca",1.25,1.95,12,9.166666667,-7.216666667,-10.75,3.533333333,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"125","ARTEMISIA LUDOVICIANA","biddulph.ca",0,1,0,0.75,0.25,0,0.25,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"126","ARTEMISIA LUDOVICIANA","kernb.ca",1,3,1,12.5,-9.5,0,-9.5,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"127","ARTEMISIA LUDOVICIANA","konzadrt.us",2,1,1,1,0,1,-1,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"128","ARTEMISIA LUDOVICIANA","cedarsav.us",1,1,1.6,3,-2,-0.6,-1.4,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"129","ARTEMISIA LUDOVICIANA","kernnu.ca",0.75,3,1,2,1,-0.25,1.25,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"130","ARTEMISIA VULGARIS","elvadrt.ee",1,0,0,1,-1,1,-2,44.63333333,1.439387862,NA,21.44697757,NA,0.103788328,270.1683965,0.241066667,"FORB","PERENNIAL","FORB"
"131","ASCLEPIAS TUBEROSA","cedartrait.us",0,0,1,3,-3,-1,-2,26.19666667,0.5748,19.260113,24.40050548,0.4064,0.22,36.66666667,0.5,"FORB","PERENNIAL","FORB"
"132","ASCLEPIAS VIRIDIS","konzadrt.us",1.033333333,3,0,0,3,1.033333333,1.966666667,30.82,0.456,NA,10.46681531,NA,0.320746666,41.57111916,0.36446,"FORB","PERENNIAL","FORB"
"133","ASPERULA ARISTATA","ayora.es",1,0,0,0,0,1,-1,NA,0.23,NA,6.483,0.51,NA,NA,NA,"FORB","PERENNIAL","FORB"
"134","ASPERULA CYNANCHICA","allmendb.ch",0.25,0.25,0.25,0.25,0,0,0,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,"FORB","PERENNIAL","FORB"
"135","ASPERULA CYNANCHICA","allmendo.ch",0.416666667,2.375,0.375,1.375,1,0.041666667,0.958333333,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,"FORB","PERENNIAL","FORB"
"136","ASPERULA GUNNII","falls.au",0.5,0,0.5,0.5,-0.5,0,-0.5,NA,0.432,NA,21.796842,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"137","ASTER SQUAMATUS","chilcasdrt.ar",0,0.25,0,0,0.25,0,0.25,NA,0.3,NA,24.49096986,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"147","ASTRANTIA MAJOR","pineta.es",3,8,0,0,8,3,5,28.539,0.4215,NA,22.75909384,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"150","ATRIPLEX PROSTRATA","baddrt.de",0,0,0,0.5,-0.5,0,-0.5,NA,0.916666667,NA,19.49884967,NA,0.262341772,153.549483,0.1807,"FORB","ANNUAL","FORB"
"159","AXYRIS AMARANTHOIDES","kinsella.ca",0,4,0,0,4,0,4,26.3,1.2,NA,16.12903226,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"162","BASSIA LANIFLORA","kiskun.hu",0.125,0.0575,1.45,0.5525,-0.495,-1.325,0.83,NA,0.25,NA,7.806666667,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"163","BASSIA SCOPARIA","antelope.us",0.045714286,0.70375,0,0,0.70375,0.045714286,0.658035714,32.45,1.184444444,NA,19.65690846,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"164","BELLIS PERENNIS","jenadrt.de",9.333333333,5,0,0,5,9.333333333,-4.333333333,17.81,0.165,8.4,34.15,0.18,0.130088142,324.9590331,0.243322583,"FORB","PERENNIAL","FORB"
"165","BLENNOSPORA DRUMMONDII","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.06807094,NA,18.695174,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"166","BOERHAVIA DIFFUSA","cerrillos.ar",0,0.63,0,0,0.63,0,0.63,NA,0.55,NA,20.76,1.2,NA,14.29,NA,"FORB","PERENNIAL","FORB"
"185","BRACHYSCOME DECIPIENS","falls.au",0.5,0,0.666666667,0,0,-0.166666667,0.166666667,NA,0.2,NA,15.221818,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"186","BRACHYSCOME PERPUSILLA","jilpanger.au",0.5,0,0.6,0.5,-0.5,-0.1,-0.4,NA,0.07311427,NA,39.649227,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"226","BUGLOSSOIDES ARVENSIS","kiskun.hu",0,0.01,0,0,0.01,0,0.01,38,0.2183,NA,17.93814433,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"227","BULBINE BULBOSA","cobar.au",0,0,1,1,-1,-1,0,NA,0.4,NA,33.38,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"228","CALADENIA CARNEA","jilpanger.au",0.5,0,0.5,0,0,0,0,NA,0.135,NA,20.36104461,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"231","CALANDRINIA BALONENSIS","ethadb.au",8.5,0,0,0,0,8.5,-8.5,NA,0.275,NA,7.11,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"232","CALANDRINIA BALONENSIS","ethadn.au",5.5,0.2,0,0,0.2,5.5,-5.3,NA,0.275,NA,7.11,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"233","CALANDRINIA CILIATA","capmcd.us",0,0,0.5,0.5,-0.5,-0.5,0,21.1,0.0254,NA,26.31594056,NA,NA,467.4714912,NA,"FORB","ANNUAL","FORB"
"234","CALOTIS HISPIDULA","credom.au",0.5,0,0,0,0,0.5,-0.5,NA,0.103333333,NA,11.56636819,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"235","CALOTIS HISPIDULA","quilpie.au",0,0,1.5,1,-1,-1.5,0.5,NA,0.103333333,NA,11.56636819,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"236","CALOTIS HISPIDULA","credoj.au",0,0,0.5,0.5,-0.5,-0.5,0,NA,0.103333333,NA,11.56636819,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"237","CALOTIS LAPPULACEA","cobar.au",1.333333333,1,1,0,1,0.333333333,0.666666667,NA,0.5,NA,15.76,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"238","CALYLOPHUS SERRULATUS","oklah.us",15,15,0,0,15,15,0,23.21,NA,NA,11.69,1.33,NA,NA,NA,"FORB","PERENNIAL","FORB"
"239","CAMASSIA QUAMASH","cowidrt.ca",3,5,3,1,4,0,4,NA,0.70104,NA,12.08,0.254,NA,NA,NA,"GRASS","PERENNIAL","FORB"
"240","CAMPANULA PATULA","elvadrt.ee",0,1,0,2,-1,0,-1,27.77811089,0.4375,14.26593954,33.98333333,0.29,0.0375,NA,0.265133333,"FORB","PERENNIAL","FORB"
"241","CAMPANULA ROTUNDIFOLIA","kernnu.ca",0.5,0.5,0.5,0.5,0,0,0,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"242","CAMPANULA ROTUNDIFOLIA","brookdale.ca",0,0,5,0,0,-5,5,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"243","CAMPANULA ROTUNDIFOLIA","cedarsav.us",0,0,1,0,0,-1,1,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"244","CAMPANULA ROTUNDIFOLIA","kernb.ca",0,0.5,0,1,-0.5,0,-0.5,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"245","CAMPANULA ROTUNDIFOLIA","biddulph.ca",0,4,0,0,4,0,4,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"246","CARDUUS ACANTHOIDES","marcdrt.ar",0,0,2,1,-1,-2,1,17.22267499,1.075,NA,19.6,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"247","CARDUUS CRISPUS","baddrt.de",0,0,1,1.5,-1.5,-1,-0.5,NA,1.4625,NA,23.6,NA,NA,NA,NA,"FORB","BIENNIAL","FORB"
"248","CARDUUS NUTANS","kernb.ca",0,0,1.25,0.5,-0.5,-1.25,0.75,33,1.15,NA,12.96666667,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"249","CARDUUS PYCNOCEPHALUS","scruzh.us",0,0,34.8837209,4.3478261,-4.3478261,-34.8837209,30.5358948,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"250","CARDUUS PYCNOCEPHALUS","scruzl.us",8.795871367,20.12987015,1.25,1,19.12987015,7.545871367,11.58399878,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"251","CARDUUS PYCNOCEPHALUS","scruzm.us",6.8493151,7.11889028,1.7424088,2.76846785,4.35042243,5.1069063,-0.75648387,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"274","CARLINA VULGARIS","allmendb.ch",0.25,0,0.25,0.5,-0.5,0,-0.5,15.78260486,0.385,NA,22.08870347,0.87,0.082888022,322.3538749,0.246275926,"FORB","PERENNIAL","FORB"
"275","CELMISIA COSTINIANA","falls.au",43.33333333,48.33333333,43.33333333,50,-1.666666667,0,-1.666666667,NA,0.515,NA,9.655537,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"277","CENTAUREA JACEA","allmendo.ch",1,2.25,1,0.583333333,1.666666667,0,1.666666667,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"278","CENTAUREA JACEA","rhijn.nl",7,6.5,1,25,-18.5,6,-24.5,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"279","CENTAUREA JACEA","allmendb.ch",2.333333333,1.5,1.916666667,1.5,0,0.416666667,-0.416666667,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"280","CENTAUREA MELITENSIS","lcnorth.cl",0,0,3,2,-2,-3,1,19.1,1,NA,9.4,0.3,NA,145.36,NA,"FORB","ANNUAL","FORB"
"281","CENTAUREA MELITENSIS","credom.au",0.5,0,0.5,0.5,-0.5,0,-0.5,19.1,1,NA,9.4,0.3,NA,145.36,NA,"FORB","ANNUAL","FORB"
"282","CENTAUREA MELITENSIS","credoj.au",0,0,0.5,0,0,-0.5,0.5,19.1,1,NA,9.4,0.3,NA,145.36,NA,"FORB","ANNUAL","FORB"
"283","CENTAUREA SCABIOSA","allmendb.ch",5.166666667,7.25,5.5,6.083333333,1.166666667,-0.333333333,1.5,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"284","CENTAUREA SCABIOSA","allmendo.ch",4.125,1.75,3,1.583333333,0.166666667,1.125,-0.958333333,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"285","CENTAURIUM PULCHELLUM","marcdrt.ar",0,0,1,3.5,-3.5,-1,-2.5,NA,0.106666667,NA,44.47,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"286","CENTELLA ASIATICA","eea.br",0,0,20,28.33333333,-28.33333333,-20,-8.333333333,NA,0.112586207,NA,20.78,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"287","CENTIPEDA CUNNINGHAMII","quilpie.au",4,3.333333333,8,12.5,-9.166666667,-4,-5.166666667,NA,0.2,NA,18.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"288","Centrolepis ARISTATA","jilpanger.au",0.5,0.5,0.6,1,-0.5,-0.1,-0.4,19.7,0.09857143,NA,28.092362,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"289","Centrolepis STRIGOSA","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.11,NA,5.632,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"290","CEPHALIPTERUM DRUMMONDII","credoj.au",0.5,0.5,0.5,0,0.5,0,0.5,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"291","CEPHALIPTERUM DRUMMONDII","credom.au",20,1,0.5,1,0,19.5,-19.5,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"292","CERASTIUM ARVENSE","kernnu.ca",0.5,0.75,0,0.5,0.25,0.5,-0.25,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"293","CERASTIUM ARVENSE","brookdale.ca",0,0,15,20,-20,-15,-5,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"294","CERASTIUM ARVENSE","cowidrt.ca",2,1.5,1.5,1.5,0,0.5,-0.5,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"295","CERASTIUM ARVENSE","paike.ar",1,1,1,1,0,0,0,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"296","CERASTIUM ARVENSE","elvadrt.ee",1,1,1,1,0,0,0,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"297","CERASTIUM ARVENSE","biddulph.ca",0,2,0,0,2,0,2,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"298","CERASTIUM ARVENSE","cmss.us",2,5,0,0,5,2,3,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"299","CERASTIUM ARVENSE","kernb.ca",2.5,1.25,2,0.5,0.75,0.5,0.25,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"300","CERASTIUM ARVENSE","matador.ca",3.5,0.75,2.25,0.5,0.25,1.25,-1,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"301","CERASTIUM FONTANUM","rhijn.nl",1,0,1,1,-1,0,-1,24.9755,0.218333333,8.721238939,25.83139407,NA,0.133299797,101.6244572,0.282,"FORB","PERENNIAL","FORB"
"302","CERASTIUM FONTANUM","jenadrt.de",1.333333333,0.5,0,0,0.5,1.333333333,-0.833333333,24.9755,0.218333333,8.721238939,25.83139407,NA,0.133299797,101.6244572,0.282,"FORB","PERENNIAL","FORB"
"303","CERASTIUM FONTANUM","bayrdrt.de",1.275,1.033333333,0,0,1.033333333,1.275,-0.241666667,24.9755,0.218333333,8.721238939,25.83139407,NA,0.133299797,101.6244572,0.282,"FORB","PERENNIAL","FORB"
"304","CERASTIUM GLOMERATUM","jenadrt.de",0.5,0,0,0,0,0.5,-0.5,23,0.249,14.7,23.38503171,0.11,NA,318,NA,"FORB","ANNUAL","FORB"
"305","CERASTIUM GLOMERATUM","cowidrt.ca",1,1,3,1,0,-2,2,23,0.249,14.7,23.38503171,0.11,NA,318,NA,"FORB","ANNUAL","FORB"
"308","CHAMAESCILLA CORYMBOSA","jilpanger.au",1.75,0.5,0.75,0.5,0,1,-1,23,0.4,NA,NA,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"309","CHENOPODIUM ALBUM","cdpt_drt.us",0.1,0.1,0,0,0.1,0.1,0,27.125,1.174877193,10.87,22.66936863,1.19,0.372010894,215.0556376,0.230308403,"FORB","ANNUAL","FORB"
"310","CHLOROGALUM POMERIDIANUM","scruzh.us",0,2.4691358,0,1.4084507,1.0606851,0,1.0606851,28.9,NA,NA,12.962,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"322","CHRYSOCEPHALUM APICULATUM","milparinka.au",0,0,6,3,-3,-6,3,27.1,0.4,NA,16.64122201,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"323","CHRYSOCEPHALUM APICULATUM","jilpanger.au",10,10,10,1,9,0,9,27.1,0.4,NA,16.64122201,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"324","CIRSIUM ARVENSE","esw.ca",1,1.5,0,0,1.5,1,0.5,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"325","CIRSIUM ARVENSE","kernb.ca",0,0,0.5,3.75,-3.75,-0.5,-3.25,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"326","CIRSIUM ARVENSE","brookdale.ca",1.9,2.133333333,17.66666667,17.5,-15.36666667,-15.76666667,0.399999999,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"327","CIRSIUM ARVENSE","baddrt.de",3.277777778,3.3,10.5,12.6,-9.3,-7.222222222,-2.077777778,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"328","CIRSIUM ARVENSE","biddulph.ca",0,0,0,0.5,-0.5,0,-0.5,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"329","CIRSIUM ARVENSE","kernnu.ca",2.666666667,0.75,1.5,2.666666667,-1.916666667,1.166666667,-3.083333333,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"330","CIRSIUM VULGARE","scruzl.us",0,14.6156689,2,0,14.6156689,-2,16.6156689,38.6,1.175,NA,14.23064781,2.1,0.285613682,131.2433191,0.184,"FORB","BIENNIAL","FORB"
"331","CIRSIUM VULGARE","chilcasdrt.ar",1,0,0,0,0,1,-1,38.6,1.175,NA,14.23064781,2.1,0.285613682,131.2433191,0.184,"FORB","BIENNIAL","FORB"
"332","CIRSIUM VULGARE","esw.ca",0,2,0,0,2,0,2,38.6,1.175,NA,14.23064781,2.1,0.285613682,131.2433191,0.184,"FORB","BIENNIAL","FORB"
"333","CIRSIUM VULGARE","scruzh.us",0,0,0,1.0752688,-1.0752688,0,-1.0752688,38.6,1.175,NA,14.23064781,2.1,0.285613682,131.2433191,0.184,"FORB","BIENNIAL","FORB"
"334","CLAYTONIA PERFOLIATA","cowidrt.ca",11.5,21.66666667,0,0,21.66666667,11.5,10.16666667,NA,0.222866667,NA,NA,0.1524,NA,NA,NA,"FORB","BOTH","FORB"
"335","CLINOPODIUM VULGARE","jenadrt.de",1.25,0,0,0,0,1.25,-1.25,21.64,0.1,9.27871,26.03,0.1524,NA,NA,NA,"FORB","PERENNIAL","FORB"
"337","COLLINSIA PARVIFLORA","oreaa.us",0.5,0.5,0,0.5,0,0.5,-0.5,NA,0.3048,NA,32.3,NA,NA,NA,0.28,"FORB","ANNUAL","FORB"
"338","COLLINSIA PARVIFLORA","oreac.us",0.7,0.6,0.5,0,0.6,0.2,0.4,NA,0.3048,NA,32.3,NA,NA,NA,0.28,"FORB","ANNUAL","FORB"
"339","COLLOMIA LINEARIS","oreac.us",0,0,0.5,0.5,-0.5,-0.5,0,NA,0.205,NA,19.77,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"340","COMANDRA UMBELLATA","hard.us",2,0,0,0,0,2,-2,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"341","COMANDRA UMBELLATA","cedarsav.us",9.666666667,6.666666667,1.6,2,4.666666667,8.066666667,-3.4,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"342","COMANDRA UMBELLATA","brookdale.ca",1,0,0,0,0,1,-1,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"343","COMANDRA UMBELLATA","matador.ca",5.25,3.5,1.5,2.5,1,3.75,-2.75,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"344","COMMELINA CYANEA","yarradrt.au",2,2,2.17,0,2,-0.17,2.17,30.634,0.1,NA,34.85,NA,0.12642,NA,0.05284,"FORB","PERENNIAL","FORB"
"345","CONIUM MACULATUM","sclaudio.ar",0,0,0,0.25,-0.25,0,-0.25,NA,1.891666667,NA,38.22975662,NA,NA,NA,NA,"FORB","BIENNIAL","FORB"
