"","AccSpeciesName","Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass)","Fine root tissue density (fine root dry mass per fine root volume)","Root length per root dry mass (specific root length, SRL)","Root tissue density (root dry mass per root volume)"
"1387","Lupinus argenteus",0.7460956402,NA,NA,0.2434897734
"1388","Lupinus luteus",0.14,NA,NA,NA
"1389","Lupinus perennis",0.461,0.32,NA,NA
"1390","Luzula acutifolia",0.135783147333333,NA,NA,NA
"1391","Luzula campestris",0.2731,NA,36120.90653925,0.5427083335
"1392","Luzula multiflora",NA,NA,13206,NA
"1393","Luzula rufa",0.162218768333333,NA,11399.0776904,NA
"1394","Luzula spicata",NA,NA,15280.99999,NA
"1395","Lycium chinense",NA,NA,121.7962186,NA
"1396","Lycopodium volubile",NA,0.1,NA,NA
"1397","Lyonia ovalifolia",0.172,NA,NA,NA
"1398","Lysiloma divaricatum",0.316,NA,NA,NA
"1399","Lysiloma latisiliquum",NA,0.31048868,NA,NA
"1400","Lysimachia vulgaris",0.159514285714286,NA,NA,NA
"1401","Lythrum salicaria",0.34433,NA,9137.798715,0.279460581
"1402","Macaranga bancana",0.258793547689655,NA,NA,NA
"1403","Macaranga beccariana",0.2278208436,NA,NA,NA
"1404","Macaranga gigantea",0.202683838769231,NA,NA,NA
"1405","Macaranga hosei",0.404432491,NA,NA,NA
"1406","Macaranga sampsonii",NA,0.33,NA,NA
"1407","Macaranga trachyphylla",0.1597363235,NA,NA,NA
"1408","Macaranga winkleri",0.250282708,NA,NA,NA
"1409","Machaerium acutifolium",0.466152572,NA,NA,NA
"1410","Machilus chinensis",NA,NA,350.056971257143,0.396471227666667
"1411","Machilus cicatricosa",NA,NA,868.11453952,0.4911898384
"1412","Machilus kwangtungensis",NA,0.3,NA,NA
"1413","Machilus monticola",NA,NA,294.087604066667,0.366821558666667
"1414","Machilus nanmu",0.2535,NA,NA,NA
"1415","Machilus robusta",NA,0.28,NA,NA
"1416","Machilus velutina",NA,0.25,NA,NA
"1417","Maclurodendron oligophlebium",NA,NA,642.694470226667,0.3304414192
"1418","Macropanax undulatus",NA,0.32,NA,NA
"1419","Madhuca endertii",NA,0.2535,NA,NA
"1420","Madhuca hainanensis",NA,NA,223.456199098,0.672072422
"1421","Magnolia acuminata",NA,0.141310878,NA,NA
"1422","Magnolia baillonii",NA,0.27,NA,NA
"1423","Magnolia balansae",NA,0.23,181.9652410425,0.437031878
"1424","Magnolia carsonii",NA,0.1555,NA,NA
"1425","Magnolia cavaleriei",NA,0.22,NA,NA
"1426","Magnolia champaca",NA,0.3678701755,NA,NA
"1427","Magnolia championii",NA,NA,558.184816509524,0.324390475619048
"1428","Magnolia chapensis",NA,0.17,NA,NA
"1429","Magnolia dandyi",NA,0.13,NA,NA
"1430","Magnolia denudata",NA,0.110796589,NA,NA
"1431","Magnolia ernestii",NA,0.22,NA,NA
"1432","Magnolia fordiana",0.18964,NA,376.248177699565,0.268604248043478
"1433","Magnolia fulva",NA,0.23,NA,NA
"1434","Magnolia grandiflora",NA,0.188420098,NA,NA
"1435","Magnolia kobus",NA,0.122497141,NA,NA
"1436","Magnolia lotungensis",NA,0.24,NA,NA
"1437","Magnolia macclurei",0.202216666666667,0.24,NA,NA
"1438","Magnolia macrophylla",NA,0.134408602,NA,NA
"1439","Magnolia maudiae",NA,0.29,NA,NA
"1440","Magnolia mediocris",NA,NA,426.45540176,0.256647374
"1441","Magnolia odora",0.13505,0.24,NA,NA
"1442","Magnolia officinalis",0.186366666666667,NA,NA,NA
"1443","Magnolia opipara",NA,0.19,NA,NA
"1444","Magnolia stellata",NA,0.095731933,NA,NA
"1445","Magnolia tripetala",NA,0.134891074,NA,NA
"1446","Magnolia virginiana",NA,0.115269497,NA,NA
"1447","Magnolia xanthantha",NA,0.286750968,NA,NA
"1448","Magnolia yunnanensis",NA,0.21,NA,NA
"1449","Maianthemum canadense",NA,NA,3091.009309,NA
"1450","Malpighia emarginata",NA,0.307302153,NA,NA
"1451","Malus domestica",0.1777,NA,NA,NA
"1452","Malus sieversii",0.353,NA,NA,NA
"1453","Malus sylvestris",0.205806897,NA,NA,NA
"1454","Mangifera indica",0.269,NA,NA,NA
"1455","Manglietia paruicula",NA,0.19,NA,NA
"1456","Manihot esculenta",0.335333333333333,NA,NA,NA
"1457","Manilkara bidentata",0.15825,NA,NA,NA
"1458","Mansonia altissima",0.3228,NA,NA,NA
"1459","Maranthes corymbosa",0.199,NA,NA,NA
"1460","Markhamia lutea",0.327857142857143,NA,NA,NA
"1461","Matayba domingensis",0.194,NA,NA,NA
"1462","Mauritia flexuosa",0.27,NA,NA,NA
"1463","Mauritiella aculeata",0.292722222222222,NA,NA,NA
"1464","Medicago glomerata",0.461,NA,NA,NA
"1465","Medicago lupulina",0.316,0.05175,16899.891898,0.247573741
"1466","Medicago minima",0.3445,0.1565,NA,NA
"1467","Medicago polymorpha",0.27,NA,NA,NA
"1468","Medicago sativa",0.212339293542088,0.0682,6061.46271745455,NA
"1469","Medicago varia_x",NA,NA,6065.3135607,0.3419913795
"1470","Melaleuca linariifolia",0.483333333333333,NA,NA,NA
"1471","Melaleuca viridiflora",0.3189,NA,NA,NA
"1472","Melastoma malabathricum",0.164061797333333,NA,NA,NA
"1473","Melicope chunii",NA,NA,974.455745428571,0.358532277178571
"1474","Melicope pteleifolia",NA,0.21,NA,NA
"1475","Melicytus ramiflorus",NA,0.229261693181818,NA,NA
"1476","Meliosma dilleniifolia",0.286,NA,NA,NA
"1477","Mentha aquatica",0.36175,NA,NA,NA
"1478","Mercurialis perennis",0.76,NA,NA,NA
"1479","Metasequoia glyptostroboides",0.223021354316667,NA,NA,NA
"1480","Metrosideros diffusa",NA,0.5,NA,NA
"1481","Metrosideros excelsa",NA,0.236746090166667,NA,NA
"1482","Metrosideros fulgens",NA,0.46,NA,NA
"1483","Metrosideros robusta",NA,0.158136487571429,NA,NA
"1484","Metrosideros umbellata",NA,0.34,NA,NA
"1485","Miconia calvescens",0.24925,NA,NA,NA
"1486","Miconia prasina",0.100666666666667,NA,NA,NA
"1487","Miconia tetrandra",0.1625,NA,NA,NA
"1488","Microcos paniculata",NA,0.52,NA,NA
"1489","Micropholis garciniifolia",0.198,NA,NA,NA
"1490","Microseris douglasii",NA,NA,17735.8697,NA
"1491","Microstegium vimineum",NA,NA,9326.1892913,NA
"1492","Microtropis discolor",NA,0.33,NA,NA
"1493","Mikania micrantha",0.095,NA,NA,NA
"1494","Milicia excelsa",0.343857142857143,NA,NA,NA
"1495","Millettia leptobotrya",NA,0.43,NA,NA
"1496","Millettia thonningii",NA,NA,1096.059388,NA
"1497","Millingtonia hortensis",NA,0.430357635,NA,NA
"1498","Mimosa caesalpiniifolia",0.298775,NA,NA,NA
"1499","Mimosa claussenii",0.162225,NA,NA,NA
"1500","Mimosa zimapanensis",0.29115,NA,NA,NA
"1501","Mimulus ringens",0.13635,NA,NA,NA
"1502","Mirabilis linearis",NA,0.509128,8621.716708,0.509128114
"1503","Molinia caerulea",0.421883333333333,NA,1989.4,NA
"1504","Monarda fistulosa",0.496,0.1508955,8661.85583,0.220382715
"1505","Monoon longifolium",NA,0.250753413,NA,NA
"1506","Monteverdia schippii",NA,0.38031425385,NA,NA
"1507","Mora excelsa",0.35,NA,NA,NA
"1508","Mora gonggrijpii",0.33,NA,NA,NA
"1509","Morella cerifera",NA,0.136588343,NA,NA
"1510","Moringa oleifera",NA,0.270378476,NA,NA
"1511","Morus alba",0.139625,NA,NA,NA
"1512","Morus macroura",NA,0.435656808,NA,NA
"1513","Muehlenbeckia axillaris",NA,0.425478917166667,4567.54922033333,0.425478917166667
"1514","Muhlenbergia dubia",0.3341,NA,NA,NA
"1515","Muhlenbergia peruviana",NA,0.044,NA,NA
"1516","Mulguraea tridens",0.25646327975,NA,NA,NA
"1517","Musa sp",0.167,NA,NA,NA
"1518","Musanga cecropioides",0.314625,NA,NA,NA
"1519","Musineon divaricatum",NA,0.223564815,NA,NA
"1520","Myagrum perfoliatum",NA,NA,5182,NA
"1521","Myosotis arvensis",NA,NA,31800.93692,0.37962963
"1522","Myosotis laxa",0.25935,0.066771212,6799.90362333333,0.0667851925
"1523","Myosurus minimus",NA,NA,12167.71263,0.286363636
"1524","Myrcia splendens",0.144333333333333,NA,NA,NA
"1525","Myrcianthes cauliflora",NA,0.755386131,NA,NA
"1526","Myriophyllum propinquum",NA,0.0992420964090909,3946.38342802381,0.0978165767997835
"1527","Myrsine coriacea",NA,0.199511922,NA,NA
"1528","Myrtus communis",NA,0.787755381,NA,NA
"1529","Mytilaria laosensis",0.3347,0.235,NA,NA
"1530","Nabalus asper",NA,0.143498,19177.9938,0.14349776
"1531","Nardophyllum bryoides",0.387963938,NA,NA,NA
"1532","Nardus stricta",NA,NA,3193.09999866667,NA
"1533","Nassella pulchra",NA,NA,12830.20232,NA
"1534","Nassella viridula",NA,0.517363388,NA,NA
"1535","Nauclea diderrichii",NA,NA,693.9930048,NA
"1536","Nectandra cissiflora",0.3612760332,NA,NA,NA
"1537","Neolitsea cambodiana",NA,NA,431.61147788303,0.413297485606061
"1538","Neolitsea ellipsoidea",NA,NA,287.125263927778,0.420874598166667
"1539","Neolitsea oblongifolia",NA,NA,488.667698245,0.37191870395
"1540","Neolitsea ovatifolia",NA,NA,279.3362014725,0.55421704105
"1541","Neolitsea pulchella",NA,NA,317.321294081667,0.371319431133333
"1542","Neolitsea wushanica",0.1412,NA,NA,NA
"1543","Neomyrtus pedunculata",NA,0.68,NA,NA
"1544","Neopanax arboreus",NA,0.126558313,NA,NA
"1545","Neopanax colensoi",NA,0.2085825895,NA,NA
"1546","Nephelium lappaceum",NA,0.5,NA,NA
"1547","Nephelium topengii",NA,NA,535.834083909706,0.684674723794118
"1548","Nerium oleander",0.275926315789474,0.540704456,NA,NA
"1549","Nestegis lanceolata",NA,0.222290678454545,NA,NA
"1550","Nicotiana tabacum",0.170554166666667,NA,NA,NA
"1551","Nigella damascena",NA,NA,9554,NA
"1552","Noccaea fendleri",0.757796059,NA,NA,NA
"1553","Noronhia mildbraedii",NA,0.43,NA,NA
"1554","Nothofagus antarctica",0.453536256611111,NA,NA,NA
"1555","Noticastrum marginatum",NA,0.157,NA,NA
"1556","Nyssa sinensis",0.2373,NA,NA,NA
"1557","Nyssa sylvatica",NA,0.1464071545,NA,NA
"1558","Ochroma pyramidale",0.1682,NA,NA,NA
"1559","Ochrosia poweri",0.341666666666667,NA,NA,NA
"1560","Ocotea leucoxylon",0.156333333333333,NA,NA,NA
"1561","Ocotea portoricensis",0.116,NA,NA,NA
"1562","Ocotea sp",0.24199302365,NA,NA,NA
"1563","Ocotea spathulata",0.091,NA,NA,NA
"1564","Oenanthe aquatica",0.3365,NA,NA,NA
"1565","Oenothera biennis",0.314712903225806,0.164138,7707.45968333333,0.54324324
"1566","Oenothera glaucifolia",NA,0.293229,7166.5646,0.293228952857143
"1567","Oenothera macrocarpa",NA,0.310618,4558.87560357143,0.308307248571429
"1568","Olea europaea",0.304051724137931,NA,NA,NA
"1569","Olea rosea",NA,0.29,NA,NA
"1570","Olearia avicenniifolia",NA,0.27,NA,NA
"1571","Olearia rani",NA,0.109576923,NA,NA
"1572","Omalanthus populifolius",0.1686,NA,NA,NA
"1573","Onobrychis viciifolia",NA,0.0944,9858.4761176,0.093
"1574","Ononis spinosa",NA,NA,5396.694899,0.3992
"1575","Oplismenus hirtellus",0.156033333333333,NA,NA,NA
"1576","Origanum vulgare",0.2555,NA,NA,NA
"1577","Ormosia hosiei",0.19615,NA,NA,NA
"1578","Ormosia krugii",0.306,NA,NA,NA
"1579","Ormosia xylocarpa",0.13465,NA,NA,NA
"1580","Ornithopus compressus",0.25,NA,NA,NA
"1581","Orophea creaghii",NA,0.39,NA,NA
"1582","Orthocarpus luteus",NA,0.333333333,NA,NA
"1583","Oryza sativa",0.304115384615385,NA,NA,NA
"1584","Oryzopsis asperifolia",NA,NA,3467.4554485,NA
"1585","Osmanthus didymopetalus",NA,0.4,NA,NA
"1586","Ostrya virginiana",0.225179118,NA,NA,NA
"1587","Osyris alba",NA,0.954854559,NA,NA
"1588","Oxytropis sericea",NA,0.183928572,NA,NA
"1589","Pachira sessilis",0.144333333333333,NA,NA,NA
"1590","Packera plattensis",NA,0.269511,3529.3858075,0.2695108025
"1591","Paederia foetida",0.075,NA,NA,NA
"1592","Palicourea crocea",0.172,NA,NA,NA
"1593","Pallenis maritima",0.154,NA,NA,NA
"1594","Panicum acuminatum",NA,0.264243,18089.6992,0.26424325
"1595","Panicum amarum",0.14485,NA,NA,NA
"1596","Panicum antidotale",0.252333333333333,NA,NA,NA
"1597","Panicum bisulcatum",0.2607,NA,NA,NA
"1598","Panicum capillare",0.408035,0.15619875,NA,0
"1599","Panicum coloratum",0.30149,NA,NA,0.34
"1600","Panicum decompositum",NA,NA,NA,0.24
"1601","Panicum deustum",NA,NA,NA,0.73
"1602","Panicum dichotomiflorum",0.1955,NA,NA,NA
"1603","Panicum maximum",0.2055,NA,NA,0.67
"1604","Panicum miliaceum",0.416614285714286,NA,NA,NA
"1605","Panicum sp",NA,NA,NA,0.58
"1606","Panicum tenuifolium",NA,0.265644285,NA,NA
"1607","Panicum virgatum",0.293316666666667,0.232033,5906.40062148754,0.39848137
"1608","Papaver somniferum",0.004,NA,NA,NA
"1609","Parablechnum procerum",NA,0.53,NA,NA
"1610","Parapholis strigosa",NA,0.294,NA,NA
"1611","Parkia javanica",0.3255,NA,NA,NA
"1612","Parkinsonia aculeata",0.334891666666667,NA,NA,NA
"1613","Parkinsonia microphylla",NA,NA,1393.97991189,NA
"1614","Paspalum dilatatum",NA,0.13554911425,NA,NA
"1615","Passiflora sp",0.104675,NA,NA,NA
"1616","Pastinaca sativa",NA,NA,11650.655707,0.4339444445
"1617","Paulownia fortunei",0.24435,NA,NA,NA
"1618","Payena microphylla",NA,0.24025,NA,NA
"1619","Pedicularis nordmanniana",NA,NA,7696.999996,NA
"1620","Pedicularis sp",NA,NA,1263.999999,NA
"1621","Pediomelum tenuiflorum",NA,0.426284,3426.262715,0.426284493333333
"1622","Peltophorum africanum",0.277975,NA,1373.83193345,NA
"1623","Peltophorum sp",NA,0.634593953,NA,NA
"1624","Pennantia corymbosa",NA,0.152845052142857,NA,NA
"1625","Pennisetum clandestinum",0.411375,0.236196458,NA,NA
"1626","Pennisetum glaucum",NA,0.18,15771.3823333333,0.322782943333333
"1627","Pennisetum polystachion",NA,NA,NA,0.485
"1628","Pennisetum setaceum",0.25,NA,NA,NA
"1629","Pennisetum violaceum",0.608,NA,NA,NA
"1630","Penstemon cobaea",NA,0.342576,2475.990345,0.331151488333333
"1631","Penstemon confertus",NA,0.192307692,NA,NA
"1632","Penstemon digitalis",NA,0.307624,11219.12239,0.165145883333333
"1633","Penstemon grandiflorus",NA,0.1845505,3594.923105,0.2882015625
"1634","Penstemon nitidus",NA,0.461111111,NA,NA
"1635","Penstemon procerus",NA,0.178505747,NA,NA
"1636","Penstemon tubaeflorus",NA,0.293353,11400.5301033333,0.312844036666667
"1637","Penstemon whippleanus",0.500035501666667,NA,NA,NA
"1638","Pentaclethra macroloba",0.41,NA,NA,NA
"1639","Pentaphylax euryoides",NA,0.53,NA,NA
"1640","Pentaspadon motleyi",NA,0.3571474775,NA,NA
"1641","Periballia minuta",0.47,NA,NA,NA
"1642","Pericopsis elata",0.2322,NA,NA,NA
"1643","Perotis patens",0.25125,NA,NA,0.8
"1644","Persea americana",0.2995,0.248691757,NA,NA
"1645","Persicaria lapathifolia",0.24972,NA,NA,NA
"1646","Persicaria maculosa",NA,NA,4932.93333333333,NA
"1647","Persicaria virginiana",NA,0.358251,17683.2201922222,0.326847982
"1648","Petalostemon purpureus",NA,0.24,NA,NA
"1649","Petalostemum candidum",0.2975,NA,NA,NA
"1650","Petalostigma pubescens",0.27985,NA,NA,NA
"1651","Phacelia hastata",0.500578056,NA,NA,0.104379362
"1652","Phacelia tanacetifolia",0.0039,NA,NA,NA
"1653","Phalaris aquatica",0.2735,NA,NA,NA
"1654","Phalaris arundinacea",0.461741666666667,NA,9954.420735,0.318982387
"1655","Pharus latifolius",0.2125,NA,NA,NA
"1656","Phaseolus lunatus",0.194,NA,NA,NA
"1657","Phaseolus vulgaris",0.273031034482759,NA,NA,NA
"1658","Phellodendron amurense",0.1189,0.168961534,NA,NA
"1659","Phillyrea angustifolia",0.2755588095,0.675833614,NA,NA
"1660","Phillyrea latifolia",0.4310375,0.6677028655,NA,NA
"1661","Phleum alpinum",NA,NA,7335.000002,NA
"1662","Phleum pratense",0.361865,0.211319622,31893.7361173333,0.281232429
"1663","Phlomis fruticosa",0.4145,NA,NA,NA
"1664","Phlomis purpurea",NA,0.5241913345,NA,NA
"1665","Phlox hoodii",NA,0.180454545,NA,NA
"1666","Phoebe bournei",0.21348,NA,NA,NA
"1667","Phoebe hungmoensis",NA,NA,785.69754292,0.30972059235
"1668","Phoebe lanceolata",NA,0.44,NA,NA
"1669","Photinia fraseri_x",0.551,NA,NA,NA
"1670","Phragmites australis",0.1914,NA,9377.041976,0.254071661
"1671","Phragmites japonicus",NA,NA,1912.06666666667,NA
"1672","Phyllocladus hypophyllus",NA,0.204375,NA,NA
"1673","Phyllocladus trichomanoides",NA,0.300113892166667,NA,NA
"1674","Phyllostylon rhamnoides",0.435925075,NA,NA,NA
"1675","Physalis peruviana",0.218372413793103,NA,NA,NA
"1676","Physalis pubescens",NA,0.385859,NA,NA
"1677","Physalis virginiana",NA,0.27,NA,NA
"1678","Picea abies",0.227713200934579,0.3188395416,NA,NA
"1679","Picea asperata",0.184344444444444,NA,NA,NA
"1680","Picea brachytyla",0.147533333333333,NA,NA,NA
"1681","Picea breweriana",0.3637,NA,NA,NA
"1682","Picea chihuahuana",0.23805,NA,NA,NA
"1683","Picea crassifolia",0.227733333333333,NA,NA,NA
"1684","Picea engelmannii",0.37684,NA,NA,NA
"1685","Picea glauca",0.217147627222222,NA,NA,NA
"1686","Picea koraiensis",0.1716125,0.216869152,NA,NA
"1687","Picea likiangensis",0.1481,NA,NA,NA
"1688","Picea mariana",0.187240609,NA,NA,NA
"1689","Picea obovata",0.227555555555556,NA,NA,NA
"1690","Picea pungens",0.25565,NA,NA,NA
"1691","Picea purpurea",0.194575,NA,NA,NA
"1692","Picea rubens",0.1740164685,NA,NA,NA
"1693","Picea schrenkiana",0.185538461538462,NA,NA,NA
"1694","Picea sitchensis",0.183842969722222,NA,NA,NA
"1695","Picris hieracioides",NA,0.118,NA,NA
"1696","Pilea nummulariifolia",0.149,NA,NA,NA
"1697","Pilosella aurantiaca",0.355671428571429,NA,14083.33333,NA
"1698","Pilosella caespitosa",0.405766666666667,NA,NA,NA
"1699","Pilosella officinarum",0.198918337222222,0.189264192139535,7354.74455534923,0.246324019432051
"1700","Pilosella pilosellina",NA,0.187679414419355,1338.17031361667,0.187679414419355
"1701","Pilosella piloselloides",NA,NA,1338.17031358333,0.225490560333333
"1702","Pilularia novae-hollandiae",NA,0.16,9072.1846516,0.1480918913
"1703","Pimelea oreophila",NA,0.26097561,522.911484475,0.25106916625
"1704","Pimpinella major",NA,NA,29670.511206,0.131
"1705","Pimpinella saxifraga",0.3206,NA,NA,NA
"1706","Pinus aristata",0.20815,NA,NA,NA
"1707","Pinus armandii",0.300933333333333,NA,NA,NA
"1708","Pinus banksiana",0.253853007071429,NA,NA,NA
"1709","Pinus brutia",0.244214285714286,NA,NA,NA
"1710","Pinus canariensis",0.2875625,NA,NA,NA
"1711","Pinus caribaea",0.193,NA,NA,NA
"1712","Pinus cembra",0.257533333333333,NA,NA,NA
"1713","Pinus contorta",0.295869565217391,NA,NA,NA
"1714","Pinus densata",0.193733333333333,NA,NA,NA
"1715","Pinus densiflora",0.229560714285714,NA,NA,NA
"1716","Pinus edulis",0.393333333333333,NA,NA,NA
"1717","Pinus elliottii",0.17719,NA,NA,NA
"1718","Pinus fenzeliana",0.1598,NA,NA,NA
"1719","Pinus halepensis",0.236769665928571,NA,NA,NA
"1720","Pinus kesiya",0.1281,NA,NA,NA
"1721","Pinus koraiensis",0.217468,0.163805884,NA,NA
"1722","Pinus massoniana",0.150412080536913,NA,NA,NA
"1723","Pinus mugo",0.326475,NA,NA,NA
"1724","Pinus nigra",0.232212121212121,0.287,NA,NA
"1725","Pinus palustris",0.472727272727273,NA,NA,NA
"1726","Pinus pinaster",0.241742105263158,NA,NA,NA
"1727","Pinus pinea",0.252275,0.713162807,NA,NA
"1728","Pinus ponderosa",0.4681625,NA,NA,NA
"1729","Pinus pungens",NA,0.176,NA,NA
"1730","Pinus radiata",0.186937709246212,NA,NA,NA
"1731","Pinus resinosa",0.343181818181818,NA,NA,NA
"1732","Pinus rigida",0.1868,NA,NA,NA
"1733","Pinus roxburghii",0.1906,NA,NA,NA
"1734","Pinus sibirica",0.172111111111111,NA,NA,NA
"1735","Pinus strobus",0.348006836666667,0.4075,NA,NA
"1736","Pinus sylvestris",0.190534096326517,0.273547261653846,NA,NA
"1737","Pinus tabuliformis",0.19435,NA,NA,NA
"1738","Pinus taeda",0.263130019251539,NA,882,NA
"1739","Pinus taiwanensis",0.166833333333333,NA,NA,NA
"1740","Pinus thunbergii",0.187735,NA,NA,NA
"1741","Pinus virginiana",NA,0.5175,NA,NA
"1742","Pinus yunnanensis",0.106148979591837,NA,NA,NA
"1743","Piper arieianum",0.307333333333333,NA,NA,NA
"1744","Piper sancti-felicis",0.341,NA,NA,NA
"1745","Piptadenia stipulacea",0.22875,NA,NA,NA
"1746","Piranhea mexicana",0.2905,NA,NA,NA
"1747","Pistacia chinensis",NA,0.65,NA,NA
"1748","Pistacia lentiscus",0.170788687576923,0.704452169,NA,NA
"1749","Pistacia terebinthus",0.215987852,0.733709465,NA,NA
"1750","Pisum sativum",0.214222222222222,NA,NA,NA
"1751","Pithecellobium dulce",0.329,NA,697.178797625,NA
"1752","Pittosporum eugenioides",NA,0.152808354666667,NA,NA
"1753","Pittosporum tenuifolium",NA,0.142310063857143,NA,NA
"1754","Pittosporum undulatum",0.305,NA,NA,NA
"1755","Plagianthus regius",NA,0.117469967333333,NA,NA
"1756","Planchonella annamensis",NA,NA,679.613671111111,0.330468316333333
"1757","Plantago coronopus",NA,0.269,NA,NA
"1758","Plantago erecta",NA,NA,17735.86837,NA
"1759","Plantago euryphylla",0.2075138595,NA,NA,NA
"1760","Plantago lanceolata",0.339416713256179,NA,18076.3851812888,0.17751538775
"1761","Plantago major",0.255479485223005,NA,18773.1784,0.26980198
"1762","Plantago maritima",0.142299306153846,NA,NA,NA
"1763","Plantago media",NA,NA,21749.373121,0.230120879
"1764","Plantago patagonica",NA,0.406666667,NA,NA
"1765","Plantago rugelii",NA,0.176048,12842.38657125,0.176048295
"1766","Plantago triandra",NA,0.0744,5753.66951938,0.070256295875
"1767","Platanus occidentalis",0.353170184785714,0.16247263195,240,NA
"1768","Plathymenia reticulata",0.288,NA,NA,NA
"1769","Platycladus orientalis",0.209725,NA,NA,NA
"1770","Platymiscium pinnatum",0.485333333333333,NA,NA,NA
"1771","Platypodium elegans",0.200666666666667,0.1980306823,NA,NA
"1772","Pleiogynium timoriense",NA,0.45181257,NA,NA
"1773","Plinia cauliflora",0.325881283,NA,NA,NA
"1774","Plumeria obtusa",NA,0.243319147,NA,NA
"1775","Plumeria rubra",0.22125,0.151048614,NA,NA
"1776","Poa angustifolia",NA,NA,17964.31866,0.498076923
"1777","Poa annua",0.288892190272059,NA,33778.3351375,0.441433566
"1778","Poa arida",NA,0.295867,25871.3450875,0.295867005
"1779","Poa cita",NA,NA,NA,0.386666666666667
"1780","Poa colensoi",NA,NA,NA,0.5
"1781","Poa compressa",0.476666666666667,NA,NA,NA
"1782","Poa costiniana",0.286228418666667,NA,NA,NA
"1783","Poa cusickii",NA,0.35709192,NA,NA
"1784","Poa nemoralis",NA,0.12,NA,NA
"1785","Poa pratensis",0.315382608695652,0.29507634575,38913.0860302917,0.204495351307895
"1786","Poa secunda",NA,0.360570292,NA,NA
"1787","Poa sp",NA,NA,NA,0.455
"1788","Poa trivialis",0.304609862444444,0.1675545315,51747.91634,0.16344819269403
"1789","Podocarpus cunninghamii",NA,0.186638436545455,NA,NA
"1790","Podocarpus gibbsii",NA,0.25975,NA,NA
"1791","Podocarpus nubigenus",0.312,NA,NA,NA
"1792","Podocarpus totara",NA,0.151996605571429,NA,NA
"1793","Podophyllum peltatum",NA,0.206646141428571,NA,NA
"1794","Podospermum canum",NA,NA,3531.000001,NA
"1795","Pogonopus tubulosus",0.39474542,NA,NA,NA
"1796","Polygonum aviculare",0.1668,NA,NA,NA
"1797","Polyscias elegans",0.269,NA,NA,NA
"1798","Polyspora axillaris",NA,0.38,NA,NA
"1799","Polyspora hainanensis",NA,NA,238.651850146429,0.653906474071429
"1800","Polyspora speciosa",0.188066666666667,NA,NA,NA
"1801","Polystichum vestitum",NA,0.29,NA,NA
"1802","Pometia pinnata",NA,0.6,NA,NA
"1803","Populus alba",0.243636363636364,0.571345688,NA,NA
"1804","Populus balsamifera",0.24941402,NA,NA,NA
"1805","Populus canadensis_x",0.284177777777778,NA,NA,NA
"1806","Populus davidiana",0.387171428571429,NA,NA,NA
"1807","Populus deltoides",0.32511857725,0.066443919,290,NA
"1808","Populus euphratica",0.162555555555556,NA,NA,NA
"1809","Populus grandidentata",0.582,0.138079432375,NA,NA
"1810","Populus hybrida_x",0.3419375,NA,NA,NA
"1811","Populus kangdingensis",0.434666666666667,NA,NA,NA
"1812","Populus laurifolia",0.174,NA,NA,NA
"1813","Populus nigra",0.276333333333333,NA,NA,NA
"1814","Populus pseudosimonii",0.3702,NA,NA,NA
"1815","Populus simonii",0.1692,NA,NA,NA
"1816","Populus sp",0.218855555555556,NA,NA,NA
"1817","Populus tremula",0.2813,NA,NA,NA
"1818","Populus tremuloides",0.247024400777778,0.67,NA,NA
"1819","Potamogeton cheesemanii",NA,0.103305785,1582.84511946364,0.103248766227273
"1820","Potentilla crantzii",NA,NA,23745.00001,NA
"1821","Potentilla gracilis",0.825746767,NA,NA,NA
"1822","Potentilla heptaphylla",NA,NA,56666.96875,0.255172414
"1823","Potentilla neumanniana",0.2135,0.216233534,NA,NA
"1824","Potentilla recta",NA,NA,10216.73222,0.542982456
"1825","Potentilla reptans",0.37225,NA,NA,NA
"1826","Potentilla tabernaemontani",NA,NA,31946.20798,0.420689655
"1827","Pourouma cecropiifolia",0.2219133033,NA,NA,NA
"1828","Pouteria campechiana",NA,0.261578184,NA,NA
"1829","Pouteria macrophylla",0.3840512961,NA,NA,NA
"1830","Pouteria nemorosa",0.498734805555556,NA,NA,NA
"1831","Pouteria sp",0.320166666666667,NA,NA,NA
"1832","Prionostemma aspera",NA,0.23198586075,NA,NA
"1833","Prosopis africana",NA,NA,713.362869725,NA
"1834","Prosopis alba",0.3483,NA,NA,NA
"1835","Prosopis chilensis",0.4956,NA,NA,NA
"1836","Prosopis glandulosa",0.333153125,NA,NA,NA
"1837","Prosopis velutina",NA,NA,2313.2827515,NA
"1838","Prumnopitys ferruginea",NA,0.204411503566667,NA,NA
"1839","Prumnopitys taxifolia",NA,0.212067511285714,NA,NA
"1840","Prunella grandiflora",NA,NA,10956.99323,0.355660377
"1841","Prunella vulgaris",0.35477619047619,0.1619173135,13716.5932200158,0.13290479532
"1842","Prunus avium",0.5145,0.7181940295,NA,NA
"1843","Prunus dulcis",0.307666666666667,NA,NA,NA
"1844","Prunus fasciculata",NA,NA,1754.41525560833,NA
"1845","Prunus laurocerasus",0.2373531795,NA,NA,NA
"1846","Prunus lusitanica",0.2474045255,NA,NA,NA
"1847","Prunus padus",0.261090909090909,NA,NA,NA
"1848","Prunus persica",0.2023875,NA,NA,NA
"1849","Prunus pseudocerasus",0.1548,NA,NA,NA
