,site_code,Taxon,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,rootDiam.mm,SRL.groot.cahill.merge,RTD.groot.cahill.merge,RMF.g.g,local_lifespan,local_lifeform,functional_group,
968,cedarsav.us,STIPA SPARTEA,-14.83333333,14.01546154,0.576,18,8.74965934,0.254,0.2496,61.25734351,0.403650758,NA,PERENNIAL,GRASS,GRASS,
969,paike.ar,STIPA SPECIOSA,-0.33333334,12.13,0.169,7.94,15.44,0.352,0.352,NA,NA,NA,PERENNIAL,GRASS,GRASS,
970,jilpanger.au,STIPA VAGINATA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
971,gmmolar.us,STYLOCLINE PSILOCARPHOIDES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
972,cowidrt.ca,SYMPHORICARPOS ALBUS,2.55,14.05,1.538133333,NA,19.90333333,0.4572,NA,NA,NA,0.455,PERENNIAL,SHRUB,WOODY,
973,brookdale.ca,SYMPHORICARPOS ALBUS,-0.7,14.05,1.538133333,NA,19.90333333,0.4572,NA,NA,NA,0.455,PERENNIAL,SHRUB,WOODY,
974,brookdale.ca,SYMPHORICARPOS OCCIDENTALIS,4.5,16.7,0.549285714,6.3,10.49876226,0.4572,0.302883333,8.049888555,0.337326723,NA,PERENNIAL,SHRUB,FORB,
975,kernb.ca,SYMPHYOTRICHUM ERICOIDES,-1.5,12.6,0.415652174,11.01821,21.0716,0.76,0.3263,73.83666667,0.151923077,NA,PERENNIAL,FORB,FORB,
976,matador.ca,SYMPHYOTRICHUM ERICOIDES,0,12.6,0.415652174,11.01821,21.0716,0.76,0.3263,73.83666667,0.151923077,NA,PERENNIAL,FORB,FORB,
977,mattheis.ca,SYMPHYOTRICHUM ERICOIDES,-15.5,12.6,0.415652174,11.01821,21.0716,0.76,0.3263,73.83666667,0.151923077,NA,PERENNIAL,FORB,FORB,
978,konzadrt.us,SYMPHYOTRICHUM ERICOIDES,11.8,12.6,0.415652174,11.01821,21.0716,0.76,0.3263,73.83666667,0.151923077,NA,PERENNIAL,FORB,FORB,
979,brookdale.ca,SYMPHYOTRICHUM ERICOIDES,-2.75,12.6,0.415652174,11.01821,21.0716,0.76,0.3263,73.83666667,0.151923077,NA,PERENNIAL,FORB,FORB,
980,hard.us,SYMPHYOTRICHUM ERICOIDES,7.333333333,12.6,0.415652174,11.01821,21.0716,0.76,0.3263,73.83666667,0.151923077,NA,PERENNIAL,FORB,FORB,
981,esw.ca,SYMPHYOTRICHUM LANCEOLATUM,2.5,11.82,1.8288,NA,14.79014473,0.2032,NA,NA,0.15,NA,PERENNIAL,FORB,FORB,
982,esw.ca,SYMPHYOTRICHUM NOVAE-ANGLIAE,6.5,24.33975,1.022302632,NA,22.95791262,NA,0.46,52,0.12,0.23,PERENNIAL,FORB,FORB,
983,purdue.us,SYMPHYOTRICHUM NOVAE-ANGLIAE,4.05952382,24.33975,1.022302632,NA,22.95791262,NA,0.46,52,0.12,0.23,PERENNIAL,FORB,FORB,
984,cedarsav.us,SYMPHYOTRICHUM OOLENTANGIENSE,-3.066666667,16.02907407,0.493,19.81443763,14.68950044,NA,0.35,81.16666667,0.12,0.4255,PERENNIAL,FORB,FORB,
985,purdue.us,SYMPHYOTRICHUM PILOSUM,2.25,23.9,0.861666667,NA,18.27837298,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
986,sand.us,SYMPHYOTRICHUM WALTERI,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
987,kiskun.hu,SYRENIA CANA,-0.03,NA,NA,NA,11.169,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
988,cedartrait.us,TARAXACUM CAMPYLODES,4.916666667,28.3472693,0.044,10.73618,30.37717515,0.1524,0.292,213.1,0.253916667,0.339040609,PERENNIAL,FORB,FORB,
989,kernb.ca,TARAXACUM TARAXACUM,-0.666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
990,rhijn.nl,TARAXACUM TARAXACUM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
991,esw.ca,TARAXACUM TARAXACUM,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
992,teshio.jp,TARAXACUM TARAXACUM,-4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
993,kernnu.ca,TARAXACUM TARAXACUM,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
994,baddrt.de,TARAXACUM TARAXACUM,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
995,mattheis.ca,TARAXACUM TARAXACUM,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
996,ebro.es,TEUCRIUM CAPITATUM,-0.493177018,NA,0.200866667,NA,7.696589169,NA,0.25,233.09,0.091761,NA,PERENNIAL,SHRUB,WOODY,
997,allmendo.ch,TEUCRIUM CHAMAEDRYS,-0.416666667,18.27717333,0.190683889,19.69,14.20029163,1.62,0.264622222,149.5449877,0.114,0.738339022,PERENNIAL,SHRUB,WOODY,
998,allmendb.ch,TEUCRIUM CHAMAEDRYS,-9.5,18.27717333,0.190683889,19.69,14.20029163,1.62,0.264622222,149.5449877,0.114,0.738339022,PERENNIAL,SHRUB,WOODY,
999,allmendo.ch,TEUCRIUM MONTANUM,-4.25,13.535128,0.275,NA,18.07333333,0.58,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
1000,brookdale.ca,THALICTRUM VENULOSUM,-0.916666667,29.5,0.178666667,17.73333333,18.1239633,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
1001,ukulingadrt.za,THEMEDA TRIANDRA,5.33333334,13.22821429,1.5,4.35,9.2635,NA,0.2625,NA,0.6525,NA,PERENNIAL,GRASS,GRASS,
1002,hard.us,THLASPI ARVENSE,1.333333333,35.43920077,0.423333333,NA,24.42761317,0.49,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1003,ukulingadrt.za,THUNBERGIA ATRIPLICIFOLIA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,FORB,
1004,ebro.es,THYMELAEA TINCTORIA,-0.305433334,NA,1.2,NA,NA,NA,NA,NA,NA,0.350877193,PERENNIAL,SHRUB,WOODY,
1005,allmendo.ch,THYMUS SERPYLLUM,0.916666666,19.815,0.08775,NA,12.59845839,NA,NA,11.2,0.7,0.633296663,PERENNIAL,FORB,WOODY,
1006,allmendb.ch,THYMUS SERPYLLUM,-0.25,19.815,0.08775,NA,12.59845839,NA,NA,11.2,0.7,0.633296663,PERENNIAL,FORB,WOODY,
1007,ebro.es,THYMUS VULGARIS,0.052158918,11.4,0.08,NA,10.34931507,NA,0.15,592.48,0.129813,0.416666667,PERENNIAL,SHRUB,WOODY,
1008,ciempoz.es,THYMUS VULGARIS,-0.339583333,11.4,0.08,NA,10.34931507,NA,0.15,592.48,0.129813,0.416666667,PERENNIAL,SUBSHRUB,WOODY,
1009,charleville.au,THYRIDOLEPIS MITCHELLIANA,0,20.95500257,0.3,NA,13.98,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
1010,quilpie.au,THYRIDOLEPIS MITCHELLIANA,0.333333334,20.95500257,0.3,NA,13.98,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
1011,brokenh.au,THYRIDOLEPIS MITCHELLIANA,-1.333333333,20.95500257,0.3,NA,13.98,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
1012,jilpanger.au,THYSANOTUS PATERSONII,0.5,17.25502575,0.475,NA,18.03485704,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, SLA from CoRRE"
1013,jilpanger.au,THYSANOTUS TUBEROSUS,0.5,NA,0.4,NA,4.460783856,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
1014,jorndrt.us,TIDESTROMIA LANUGINOSA,-1.8,NA,NA,NA,17.09882973,0.265,0.208,NA,NA,NA,ANNUAL,FORB,FORB,
1015,ethadb.au,TRACHYMENE GLAUCIFOLIA,0.25,NA,0.833333333,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1016,ukulingadrt.za,TRAGIA MEYERIANA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
1017,mattheis.ca,TRAGOPOGON DUBIUS,-2.8,30.29,0.1925,6.75,19.99,0.1524,0.6475,58.4594469,0.226936116,0.490096133,PERENNIAL,FORB,FORB,
1018,cdpt_drt.us,TRAGOPOGON DUBIUS,0.6,30.29,0.1925,6.75,19.99,0.1524,0.6475,58.4594469,0.226936116,0.490096133,ANNUAL,FORB,FORB,
1019,matador.ca,TRAGOPOGON DUBIUS,-1.5,30.29,0.1925,6.75,19.99,0.1524,0.6475,58.4594469,0.226936116,0.490096133,BIENNIAL,FORB,FORB,
1020,baddrt.de,TRAGOPOGON PRATENSIS,-0.5,28.15843561,0.575,20.30344663,22.41578318,NA,0.287861111,150.3177187,0.170824899,0.606290205,PERENNIAL,FORB,FORB,
1021,lygraold.no,TRICHOPHORUM CESPITOSUM,-3,15.3,0.4,4.4,3.79,0.1,0.425,35.47,0.199,NA,PERENNIAL,GRAMINOID,GRAMINOID,
1022,lygraint.no,TRICHOPHORUM CESPITOSUM,1.5,15.3,0.4,4.4,3.79,0.1,0.425,35.47,0.199,NA,PERENNIAL,GRAMINOID,GRAMINOID,
1023,lygraold.no,TRIENTALIS EUROPEA,0,16.70506154,0.147,NA,45.25334092,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
1024,oreaa.us,TRIFOLIUM MACROCEPHALUM,2.5,41.8,0.6096,NA,6.89,0.1524,1.85,NA,NA,NA,PERENNIAL,FORB,LEGUME,
1025,allmendb.ch,TRIFOLIUM MONTANUM,-0.75,34.121,0.306666667,NA,19.0927571,0.825,0.246975,238.0656783,0.113646105,NA,PERENNIAL,FORB,LEGUME,
1026,allmendo.ch,TRIFOLIUM MONTANUM,0.666666666,34.121,0.306666667,NA,19.0927571,0.825,0.246975,238.0656783,0.113646105,NA,PERENNIAL,FORB,LEGUME,
1027,allmendb.ch,TRIFOLIUM PRATENSE,-0.25,40.4444317,0.26475,14,18.1925463,0.3048,0.256183381,0.134204546,0.124475,0.235814682,PERENNIAL,FORB,LEGUME,
1028,rhijn.nl,TRIFOLIUM PRATENSE,0,40.4444317,0.26475,14,18.1925463,0.3048,0.256183381,0.134204546,0.124475,0.235814682,PERENNIAL,LEGUME,LEGUME,
1029,esw.ca,TRIFOLIUM PRATENSE,7.99999999,40.4444317,0.26475,14,18.1925463,0.3048,0.256183381,0.134204546,0.124475,0.235814682,PERENNIAL,LEGUME,LEGUME,
1030,elvadrt.ee,TRIFOLIUM REPENS,-13,33.84977,0.198333333,17.69090909,32.58529583,0.3048,0.263218929,64.58137829,0.0525,0.220098395,PERENNIAL,LEGUME,LEGUME,
1031,teshio.jp,TRIFOLIUM REPENS,-0.666666667,33.84977,0.198333333,17.69090909,32.58529583,0.3048,0.263218929,64.58137829,0.0525,0.220098395,PERENNIAL,LEGUME,LEGUME,
1032,ethadb.au,TRIODIA BASEDOWII,-8.5,6.4,0.69575,NA,7.45,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
1033,ethadn.au,TRIODIA BASEDOWII,-2.33333333,6.4,0.69575,NA,7.45,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
1034,baddrt.de,TRIPLEUROSPERMUM INODORUM,-0.466666667,16.5,0.6,NA,26.71907993,NA,NA,NA,NA,0.285343332,ANNUAL,FORB,FORB,
1035,quilpie.au,TRIPOGON LOLIIFORMIS,-0.5,NA,0.15,NA,17.69,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
1036,cobar.au,TRIPOGON LOLIIFORMIS,0.5,NA,0.15,NA,17.69,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
1037,falls.au,TRISETUM SPICATUM,0.5,24.54076945,0.32706,NA,11.94243493,0.3048,0.9,NA,NA,NA,PERENNIAL,GRASS,GRASS,
1038,ukulingadrt.za,TRISTACHYA LEUCOTHRIX,20.83333334,9.6,0.424,4.466666667,16.28247734,NA,0.366666667,NA,0.62,NA,PERENNIAL,GRASS,GRASS,
1039,lygraint.no,VACCINIUM MYRTILLUS,-3,18.74819405,0.386262821,5.5077,19.57309957,0.007,0.35,93.72272771,0.459752422,0.180404997,PERENNIAL,SUBSHRUB,WOODY,
1040,lygraold.no,VACCINIUM MYRTILLUS,6,18.74819405,0.386262821,5.5077,19.57309957,0.007,0.35,93.72272771,0.459752422,0.180404997,PERENNIAL,SUBSHRUB,WOODY,
1041,sand.us,VACCINIUM TENELLUM,9.66666666,NA,NA,NA,13.038,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
1042,lygraint.no,VACCINIUM ULIGINOSUM,-1,19.4998079,0.470266667,4.2,13.89562947,0.2274,0.228371429,108.1797955,NA,NA,PERENNIAL,SUBSHRUB,WOODY,
1043,lygraold.no,VACCINIUM ULIGINOSUM,2.5,19.4998079,0.470266667,4.2,13.89562947,0.2274,0.228371429,108.1797955,NA,NA,PERENNIAL,SUBSHRUB,WOODY,
1044,lygraold.no,VACCINIUM VITIS-IDAEA,1.666666664,10.93425771,0.231449383,6.33333,8.417580782,0.2024,0.20818,630.3,NA,0.269473271,PERENNIAL,SUBSHRUB,WOODY,
1045,lygraint.no,VACCINIUM VITIS-IDAEA,-2.666666663,10.93425771,0.231449383,6.33333,8.417580782,0.2024,0.20818,630.3,NA,0.269473271,PERENNIAL,SUBSHRUB,WOODY,
1046,cowidrt.ca,VALERIANA samolifolia,5.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1047,cowidrt.ca,VALERIANELLA LOCUSTA,0.5,25.58884667,0.1925,NA,31.7,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1048,oreaa.us,VENTENATA DUBIA,2.25,9.2,0.225,NA,20.5,NA,0.28,NA,NA,0.346666667,ANNUAL,GRASS,GRASS,
1049,oreac.us,VENTENATA DUBIA,-0.833333333,9.2,0.225,NA,20.5,NA,0.28,NA,NA,0.346666667,ANNUAL,GRASS,GRASS,
1050,cowidrt.ca,VERONICA ARVENSIS,0,25.44,0.187777778,NA,21.00097059,0.19,NA,NA,NA,0.281239121,ANNUAL,FORB,FORB,
1051,elvadrt.ee,VERONICA CHAMAEDRYS,0.5,25.804,0.234,10.00287923,30.84289646,0.34,0.149373333,349.9700698,0.114461321,0.51690363,PERENNIAL,FORB,FORB,
1052,rhijn.nl,VERONICA CHAMAEDRYS,-5.000000003,25.804,0.234,10.00287923,30.84289646,0.34,0.149373333,349.9700698,0.114461321,0.51690363,PERENNIAL,FORB,FORB,
1053,marcdrt.ar,VERONICA PEREGRINA,8,20.38485873,0.154166667,NA,29.10888889,0.15,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
1054,matador.ca,VICIA AMERICANA,0,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.363178334,609.8218073,0.163035714,NA,PERENNIAL,FORB,LEGUME,
1055,kernb.ca,VICIA AMERICANA,0.5,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.363178334,609.8218073,0.163035714,NA,PERENNIAL,FORB,LEGUME,
1056,brookdale.ca,VICIA AMERICANA,0,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.363178334,609.8218073,0.163035714,NA,PERENNIAL,VINE,LEGUME,
1057,kernnu.ca,VICIA AMERICANA,0.833333333,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.363178334,609.8218073,0.163035714,NA,PERENNIAL,FORB,LEGUME,
1058,elvadrt.ee,VICIA CRACCA,-1.333333333,41.79727454,0.879038889,24.42381,24.95250441,0.3048,0.463024976,41.43187551,0.1491,0.455432042,PERENNIAL,LEGUME,LEGUME,
1059,cowidrt.ca,VICIA HIRSUTA,0.65,43.2098,0.4375,28.02801,22.05714286,0.66,0.2074,87.90712843,0.3375,0.379385142,ANNUAL,FORB,LEGUME,
1060,scruzm.us,VICIA SATIVA,-1.492047983,54.71597209,0.7509,3.5,28.89142857,0.3048,0.222666667,60.47073255,0.430769231,0.290205238,ANNUAL,FORB,LEGUME,
1061,cowidrt.ca,VICIA SATIVA,1.15,54.71597209,0.7509,3.5,28.89142857,0.3048,0.222666667,60.47073255,0.430769231,0.290205238,ANNUAL,FORB,LEGUME,
1062,elvadrt.ee,VICIA SEPIUM,-0.666666666,46.0056,0.683333333,27.307,38.76083333,0.52,NA,NA,NA,0.293333333,PERENNIAL,LEGUME,LEGUME,
1063,brookdale.ca,VIOLA ADUNCA,0,15.95,0.103714286,20.16666667,19.05234126,NA,0.30847,37.29669563,0.357352941,NA,PERENNIAL,FORB,FORB,
1064,falls.au,VIOLA BETONICIFOLIA,0,15.53263636,0.2,NA,17.08110767,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
1065,cedarsav.us,VIOLA PEDATIFIDA,0.8,21.03,0.159444444,NA,22.33003057,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
1066,credom.au,VITTADINIA EREMAEA,0.125,NA,0.233333333,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1067,credoj.au,VITTADINIA EREMAEA,-9.9,NA,0.233333333,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1068,credoj.au,VITTADINIA HUMERATA,2.25,NA,0.2,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
1069,spvdrt.ar,VULPIA BROMOIDES,-0.666666667,17.77777778,0.2225,NA,20.86,0.4995,0.2945,417.75,NA,0.405441865,ANNUAL,GRASS,GRASS,
1070,octc.us,VULPIA MICROSTACHYS,-0.60186795,42.19247154,0.41,NA,18.13432836,NA,NA,496.2265033,NA,0.048507914,ANNUAL,GRASS,GRASS,
1071,jilpanger.au,VULPIA MYUROS,-0.5,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,ANNUAL,GRASS,GRASS,
1072,scruzl.us,VULPIA MYUROS,-8.82967493,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,ANNUAL,GRASS,GRASS,
1073,scruzh.us,VULPIA MYUROS,-54.15358008,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,ANNUAL,GRASS,GRASS,
1074,baddrt.de,VULPIA MYUROS,-79.47619048,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,ANNUAL,GRASS,GRASS,
1075,nnss.us,VULPIA OCTOFLORA,0.06913435,16.62,0.1275,11.5,53.5,NA,0.352725,437.3523058,0.243529,0.327611169,ANNUAL,GRASS,GRASS,
1076,capwhite.us,VULPIA OCTOFLORA,-1,16.62,0.1275,11.5,53.5,NA,0.352725,437.3523058,0.243529,0.327611169,ANNUAL,GRASS,GRASS,
1077,jilpanger.au,WAHLENBERGIA GRACILENTA,-0.5,16.05049159,0.255741435,NA,42.35354826,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
1078,jilpanger.au,WAHLENBERGIA STRICTA,0,15.84494825,0.425,NA,29.44849992,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
1079,ethadb.au,YAKIRRA AUSTRALIENSIS,1,NA,0.175,NA,NA,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
1080,brookdale.ca,ZIZIA APTERA,-1,16.074,0.617,NA,40.37573969,NA,0.311,18.46915123,0.13068575,NA,PERENNIAL,FORB,FORB,
